기준_년분기_코드,상권_구분_코드,상권_코드,상권_코드_명,총_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,총_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,상권_변화_지표
20211,A,3110001,이북5도청사,1020,160,142,94,160,194,270,166405,30014,17921,16183,26627,29059,46601,41569,35726,19802,20188,27709,21413,23299,23194,23246,23507,23139,24819,25200,339700445,11506,213674878,126025567,30474141,49069636,49832253,40985323,43313525,59816177,66209390,395544,2468405,119415807,68587545,139620637,9212507,193509141,87708010,636784,10395420,23358907,50399596,94729783,101696659,LH
20211,A,3110002,독립문역 1번,629,79,57,59,78,91,265,500383,87535,62713,59752,75138,76193,139053,108655,103294,64726,67792,90836,65078,72739,72699,72664,72224,72402,69444,68211,672671287,53326,524032094,148639193,99255097,110336633,97414554,117689155,99336655,91567879,57071314,110254,99931348,200596834,105366088,227280216,39386547,306216480,269669927,1501196,51982658,99020202,132942621,159786133,130653601,HH
20211,A,3110003,세검정초등학교,3212,603,399,372,551,533,754,546676,102954,62621,57379,90631,84200,148891,182289,114066,53929,51819,72762,71813,77787,77410,77479,78127,78263,79052,78558,332138197,11943,249979631,82158566,41941248,64393637,44876451,49336609,49431686,55270867,26887699,732545,5448940,62557579,33293280,142610269,87495584,174857727,87910628,3356619,18150407,30685711,48608903,88664935,73301783,HH
20211,A,3110004,대신고등학교,471,57,61,47,69,77,160,473824,86236,57293,62268,75894,69869,122265,94187,94424,62855,66848,93422,62088,68173,68827,68738,68202,67715,66633,65537,313294781,7880,179526847,133767934,25798151,28129320,40848688,40701478,44049210,60783864,72984070,0,7446680,74295815,49604489,170238201,11709596,149634791,92382991,607426,8938947,35290560,47955093,76942691,72283062,HH
20211,A,3110005,세검정,2153,356,294,250,346,374,533,271751,42175,29104,34676,44556,46805,74436,78768,55190,28147,26921,41762,40962,38605,38926,38879,38484,38432,38756,39668,205848725,7746,143815202,62033523,9608169,35262174,32187621,42067109,24690129,35465879,26567644,0,3599573,73166602,40602678,77838524,10641348,100242967,80220650,1556568,14520851,26665347,41915776,54826702,40978374,HH
20211,A,3110007,사직공원(한국사회과학도서관),1927,267,268,257,315,325,495,784962,165474,86495,102268,141994,105885,182846,236005,168783,80941,77192,114900,107142,110116,109953,110521,110775,109978,114036,119584,37076223,402,31795041,5281182,386588,3562618,2725793,9356618,15763424,5258914,22268,0,0,2687520,10434300,16316713,7637690,10785806,7496682,0,6699438,5391851,4040074,1640270,510857,LH
20211,A,3110008,배화여자대학교(박노수미술관),4595,714,563,656,846,716,1100,1760278,328846,227986,261300,322282,250630,369234,543209,376949,189509,174091,245855,230664,248831,249483,250266,250724,250414,253574,256983,2643151549,155002,1457494749,1185656800,160046507,262721174,374132264,279333985,381260819,614107508,571549292,2388836,34372038,832663760,967620985,723666507,82439423,901631614,1563062504,13491986,923043594,692696531,327458786,338598544,169404673,LL
20211,A,3110009,자하문터널,1602,216,209,237,305,277,358,197242,25062,24016,25297,36749,32738,53379,58868,41670,21568,20691,28575,25868,27772,27661,27939,27725,28239,28825,29079,594745559,24420,332190486,262555073,31580532,54653430,88851144,70079790,87025590,134556325,127998748,628594,440441,186525334,181076254,184649377,41425559,247465773,238877992,1694227,92360823,135620897,93504244,111691630,51471944,LL
20211,A,3110010,평창동서측,3134,428,389,369,499,549,900,322424,60208,33126,38420,49303,52770,88598,82337,68079,38754,37951,53447,41856,46323,46473,46385,46296,46120,45524,45303,541672535,52067,437116127,104556408,29123363,128400055,95303016,89733486,94556207,93707381,10849027,0,14575543,179368875,182597364,162713696,2417057,164898107,355990355,110240551,107503749,66188844,109522407,96897804,30535109,HH
20211,A,3110012,성곡미술관,1928,272,287,267,291,375,436,465290,45146,57659,91566,93086,72983,104850,84698,105457,77448,74244,79114,44328,71192,73025,72950,71112,68645,53608,54756,1227051932,47585,985010296,242041636,162981873,202274169,214313422,193418067,212022765,140474916,101566720,0,25365692,526377411,132299394,401732620,141276815,407000797,386086066,1304572,186769083,217577582,162194384,140967908,84273345,HH
20211,A,3110014,경복고등학교,931,136,113,93,162,161,266,49423,8793,7168,7173,9120,7722,9446,8047,11109,8328,8621,8427,4890,7150,7295,7405,7359,7276,6485,6451,290794293,10874,207883877,82910416,29837643,42650996,46929338,33789162,54676738,38906046,44004370,0,9168200,146035458,56197079,76331796,3061760,123061751,100713854,1237093,14006413,39984409,62902226,59623816,46021644,LH
20211,A,3110015,청와대사랑채,589,98,82,91,103,94,121,62876,5951,10328,11603,12702,10074,12219,10613,13124,10146,10549,11671,6774,9172,9432,9481,9359,9085,8326,8021,801749527,18313,493001146,308748381,74673633,102799485,78353844,90185772,146988412,205667199,103081182,0,423905,170679671,218346943,330784453,81514555,267863706,430665846,4445485,249866977,267226592,57257890,78311959,41420651,HL
20211,A,3110016,평창동동측,2075,259,311,233,268,353,651,29382,4465,2771,3818,4903,5473,7952,4582,6196,4815,4827,5783,3179,4050,4077,4068,4093,4280,4461,4354,170468753,6642,103843640,66625113,21185015,19935023,25802998,16386110,20534494,33180559,33444554,0,238664,82847609,58330969,28544716,506795,79501325,64772995,83659,12121366,28969305,33543698,42141675,27414618,HH
20211,A,3110018,중앙고등학교,2795,371,339,398,509,431,747,400330,59444,52209,64042,85420,61373,77844,99045,87690,56072,56724,56354,44445,59253,61422,60515,60734,58619,50141,49648,539669919,22122,383033227,156636692,69475577,73420234,84480306,67236751,88420359,82982764,73653928,0,3662050,205613606,147896334,172708695,9789234,192244588,199232835,558750,104844259,118558063,62636017,67284192,37596146,HH
20211,A,3110019,창덕궁,243,6,20,32,37,35,113,514597,22172,87855,95863,106116,95591,107001,45772,102814,107665,117287,106923,34135,80547,86761,86835,83126,78014,55526,43789,216939288,13878,137208029,79731259,19784760,22456818,32140597,30770534,32055320,46142878,33588381,0,3409433,44480491,83330147,61237068,24482149,62177954,125897387,1275255,77990765,55455038,26042179,18453346,8858761,HH
20211,A,3110020,서울국제고등학교,3990,430,1169,468,478,512,933,1750161,252090,600129,181719,209980,185684,320560,506922,374564,201679,186705,254953,225340,248323,250119,248969,249818,246437,250108,256388,405486575,33142,332807939,72678636,66273712,68924981,68818421,64792473,63998352,41702493,30976143,204639,4756914,169680583,37046030,170027671,23770738,245652608,135620291,2870076,166135506,56632612,56290371,68677925,30666409,LL
20211,A,3110021,성균관대학교,1915,180,725,240,208,213,349,1059721,150526,383307,121702,129086,117786,157313,243364,207177,136338,143009,194801,135034,148741,151171,150573,150100,148314,155571,155252,721063618,53805,510170473,210893145,91467004,91319484,119040659,92187395,116155931,126156891,84736254,0,16169477,179262879,139062973,297090783,89477506,352795694,313794737,15942146,293966760,124930528,86292348,102565247,42893399,HL
20211,A,3110022,경신고등학교,1552,265,368,196,278,184,261,495027,98404,93137,61661,80808,66217,94800,154955,109794,52467,48237,65444,64131,71050,71637,71597,71832,70309,68470,70132,251056444,12030,213896595,37159849,40934396,38909904,46305896,29707029,58039370,30369517,6790332,0,8107584,148247880,40837382,49192505,4671093,93654217,76359672,276430,14346927,26964743,44041119,48959707,35424964,HH
20211,A,3110023,서울대병원,554,32,178,108,51,59,126,483493,26775,105119,92999,73344,71912,113344,105567,110336,70326,65227,78795,53243,74143,77832,77770,75422,70750,54872,52705,641261721,74117,577625546,63636175,105666866,118596528,132063380,109451010,111847762,45581284,18054891,0,56172154,366962103,84857774,120795966,12473724,266573960,295656376,1742577,131721576,167829259,121928583,97580904,41427440,HH
20211,A,3110024,혜회동주민센터,1257,118,273,155,183,179,349,377983,65593,74338,48270,60355,52204,77224,78022,78229,53009,52884,70963,44875,53414,54154,54021,54107,53774,54386,54129,849346601,39926,621536865,227809736,128855985,119845134,138850916,110038129,123946701,112547603,115262133,0,20060293,395492596,155132238,263168286,15493188,358111096,319677660,3204549,83866635,123655597,132317339,189398687,145345943,HH
20211,A,3110025,충신시장옆,479,37,76,76,71,85,134,387657,29113,61662,59161,62185,78553,96981,88739,84563,58287,55177,60089,40801,57790,59066,58607,57259,56282,49928,48724,784424384,23663,614988556,169435828,102714008,137736950,121565949,103416585,149555064,121544106,47891722,100818102,21235876,131043839,49487260,382692663,99146644,479229607,157262880,1632521,90385175,130561077,197200550,159472003,57241164,HL
20211,A,3110027,혜화역 1번,2669,245,549,407,376,387,705,475450,51839,112589,80630,70696,64395,95302,129976,89297,55104,59828,83483,57762,65238,66807,67917,67146,66905,70657,70780,171191050,19531,119753011,51438039,21237404,23505121,24478052,27619342,22913092,27771512,23666527,0,669304,76110642,42630356,45280330,6500418,65693914,85775543,2074371,56819677,44305129,26227973,17788367,4253945,LH
20211,A,3110028,이화달팽이길,3909,354,716,514,461,763,1101,2073520,271222,334342,293464,274398,346778,553314,581742,451018,256036,239373,293541,251808,300027,298756,295825,296783,294847,288540,298739,368325367,25189,307846793,60478574,53552558,71376400,56962393,62195247,63760195,31903033,28575541,3240320,16773037,165755112,44105576,97592177,40859145,175569510,138242127,2041604,65865275,73593046,63810867,76170633,32330221,LH
20211,A,3110029,동대문역 1번,5260,487,788,561,683,1174,1567,2887275,302055,407508,351549,392884,612866,820414,802230,594614,328677,319413,458036,384303,408670,409212,407668,410565,412124,416867,422169,439305164,21046,295270531,144034633,68150328,59361153,58563939,54262526,54932585,90141404,53893229,539104,1241672,31653712,51093129,262527945,92249602,276757717,162547447,5339509,78539164,93746435,105048669,96187059,60444328,HH
20211,A,3110030,동대문역 3번,179,9,20,16,24,42,68,158588,11665,21717,18354,19576,35564,51711,38939,32649,20356,20471,26808,19367,22524,22722,22800,22662,22657,22702,22521,731778146,20278,468705879,263072267,143163346,44550851,92241180,83487932,105262570,165993110,97079157,26389487,3470397,59006097,126030719,395634269,121247177,426788460,291010911,1207352,116725838,88214315,116202245,240208267,155241353,HH
20211,A,3110031,창신역 1번,486,44,76,61,54,97,154,122942,19829,14897,19400,19259,19988,29569,27812,25700,15354,15126,23200,15751,17005,16695,16716,16962,17123,18623,19819,42082616,294,40102354,1980262,19843371,1629846,17455648,0,1173489,1393518,586744,0,0,7269111,15418341,1466861,17928303,38464359,3618257,0,32270946,1369070,0,3618257,4824343,HL
20211,A,3110032,수족관거리,27,1,0,5,3,4,14,124960,3064,16282,26797,26190,23990,28636,33120,26322,19011,17786,16001,12720,18525,20158,19714,18978,18351,15740,13497,115032760,2564,98098322,16934438,17615750,19988845,24901697,21988506,13603524,16052395,882043,8064998,39549511,42443775,13344193,10462776,1167507,62074200,35360546,0,19260279,29405556,20354611,18716938,9697360,HL
20211,A,3110033,창신역 4번,2007,161,254,239,291,408,654,674600,80278,92155,102236,106806,126509,166616,155686,138207,84138,86080,122727,87763,96360,96121,96240,95958,96013,96665,97240,184475828,7403,143322537,41153291,28904627,22909956,30161111,31856083,29490760,23170668,17982623,0,433490,109214854,17785911,47625983,9415590,91769650,31524017,173396,6408806,18415201,23395918,53134983,21765361,HH
20211,A,3110034,창신1동주민센터,348,3,5,15,44,74,207,314534,11141,44730,71549,64776,53344,68992,78415,67947,47777,45503,42483,32409,46054,49099,48212,46907,45662,41117,37484,126237245,2085,104576771,21660474,19856438,23369432,22090564,20852617,18407720,16694484,4965990,0,0,28893944,17047466,75182054,5113781,61264737,27740647,164045,3927611,16543288,21388917,36571450,10410076,HH
20211,A,3110035,동묘앞역 2번,3468,223,472,433,479,765,1096,1507449,129953,221679,234876,240790,288845,391306,431210,327349,175971,165584,213004,194332,216347,217168,216962,215312,214130,210738,216795,257358911,12039,190740471,66618440,39241315,36131058,43033805,35822936,36511357,40734378,25884062,0,6727126,48592521,31146256,131681533,39211475,152307849,84507681,441705,28638954,34427819,52911768,73338696,47056582,HL
20211,A,3110036,동묘앞역 3번,386,9,208,80,20,29,40,327133,15347,59569,58859,53393,56888,83077,65572,66983,54116,55640,51864,32957,46294,47109,47411,46583,45901,46638,47198,106922790,17201,86279003,20643787,17368577,18711940,16267067,17105728,16825691,10452891,10190896,489321,9394541,51340364,23051374,22057932,589258,62474647,32620853,257863,14526163,19073874,23593277,19262438,18381886,LL
20211,A,3110037,신설동역 12번,1535,117,221,205,191,318,483,881043,125902,115035,128882,127336,155031,228857,227684,180697,106642,106916,147662,111443,124177,124447,123617,123812,123919,128265,132805,98444733,2963,60501717,37943016,12228309,10656777,11892342,13868455,11855834,21494425,16448591,8693030,148339,15174976,6716305,53909613,13802470,62693615,29016661,150883,7427668,18394345,29921636,24105744,11709998,HL
20211,A,3110038,경향신문사,12,2,1,2,1,3,3,24281,1658,3236,5783,6188,4213,3203,2096,5907,5496,5370,4108,1306,4133,4441,4394,4207,3810,1765,1531,1762030456,108934,1405849737,356180719,238448714,304198648,307764988,272889722,282547665,183446140,172734579,0,116790307,860973360,251467443,461486769,71312577,742047645,604612608,13255551,211170475,311882714,326351884,306833811,177165820,HH
20211,A,3110039,회현역 1번,87,5,8,6,17,13,38,76530,5956,9620,15656,15857,12281,17160,11742,17167,13359,13328,13860,7073,11774,12154,12078,11797,11398,8699,8630,72846792,3686,65727962,7118830,13611713,14531482,14790933,10560140,12233694,5939986,1178844,252418,1421765,37985106,6307142,17753042,9127319,43396617,17922259,0,5714606,22981540,16667841,10710667,5244224,LH
20211,A,3110040,중구회현체육센터(정화예술대남산캠퍼스),906,76,126,93,131,146,334,152934,11704,18473,33123,32715,23626,33292,22563,34797,27651,28063,26481,13382,23982,24620,24491,23742,23166,16779,16154,260304719,16245,234799445,25505274,55713083,49058156,48758828,38737702,42531676,12025066,13480208,0,4529215,155687023,17384592,73203579,9500310,152189547,57487044,862652,19225778,61730121,69491120,34762172,23604750,HH
20211,A,3110041,남산케이블카,701,76,100,115,106,102,202,266980,30513,44319,52290,48939,37397,53521,59142,58618,41499,39148,41567,27005,39355,40072,39659,39116,38562,35205,35011,2714274981,88765,1607587598,1106687383,275720889,304116676,302894223,299824997,425030813,585260147,521427236,0,24430350,882330490,523483469,1082730318,201300354,1540380364,905819492,13661528,458807320,685056996,512533474,475887128,300253411,LL
20211,A,3110042,남산골공원옆,965,83,200,166,134,130,252,166225,14725,33033,29429,30497,27445,31096,27543,35595,29711,29500,29140,14735,25807,27191,27059,26060,24996,18188,16923,193655949,7981,186090564,7565385,43709437,39634832,46589611,27881743,28274941,7565385,0,0,1580497,124992473,16928367,44577249,5577363,91853572,20424636,0,8467267,22983121,21499242,47102064,12226509,LH
20211,A,3110043,충무초등학교,2208,215,814,310,218,238,413,745718,65961,252894,121466,100254,92592,112550,202140,168200,100738,93562,99211,81868,111975,115264,114175,112499,108207,93473,90124,492694475,24200,462180963,30513512,105543228,95177123,86955159,89805543,84699910,21674513,8838999,0,14787797,326446014,31214299,111903707,8342658,193973388,64377512,1295030,44263352,50353510,42779480,65430604,54228923,HH
20211,A,3110044,관성묘,231,26,45,39,38,31,52,147540,9150,34279,29444,26141,21664,26862,21185,32835,27896,27917,25182,12526,23340,24322,24126,23314,22255,15763,14421,311466641,5854,267553871,43912770,51028502,56730769,59513826,54088814,46191960,34394578,9518192,0,666788,155876127,19367263,119475974,16080489,125407041,27079769,250033,10324487,23386833,27274456,53185816,38065181,HL
20211,A,3110045,동대문역사문화공원역 5번,910,65,129,119,109,163,325,596362,30451,112993,113816,111049,96829,131224,132598,132493,91802,88416,89523,61529,92327,94853,93277,90921,87588,71306,66090,1220658773,54559,1033985220,186673553,201919972,236659366,220282741,196639613,178483528,113745775,72927778,3132700,42179269,545318819,107599724,394729194,127699067,676904946,301794380,1794821,175878454,261738525,193335182,214911705,131040646,HH
20211,A,3110048,장충동주민센터,2453,251,455,421,343,368,615,825931,58266,153407,157153,135387,130169,191550,185763,180676,115475,113227,136805,93985,121410,123534,122971,122076,119320,108138,108479,197285192,3487,147290970,49994222,48601637,19724845,41831905,13206055,23926528,24406281,25587941,1909557,1113402,70215793,46495429,70400007,7151004,97340537,43976156,140883,8666674,24254833,29325460,57330835,21598006,HH
20211,A,3110049,장충단 고개,1958,236,397,330,292,282,421,714615,75812,127792,136291,121290,107451,145978,139075,142143,103313,106754,138794,84536,106023,108394,108732,106487,104452,92211,88317,582360556,27353,433537248,148823308,77879193,80203034,89092172,79906871,106455978,94783631,54039677,3820433,6563977,104335729,63638170,307455844,96546403,302862871,199396567,1579202,112591745,135038799,105391139,93382438,54276115,LH
20211,A,3110050,약수역 7번,769,73,136,107,113,105,235,408070,46359,51747,65133,64436,60514,119879,91724,83246,52732,54719,75414,50235,57742,57753,57835,57481,57902,59552,59805,552755135,29367,400828818,151926317,98280784,78941489,78644744,76087310,68874491,53466552,98459765,731679,18071876,158454179,88913230,250083277,36500894,327980821,161620942,433360,41908040,69694703,116915349,130654595,129995713,LH
20211,A,3110051,한양공고앞 교차로,1222,78,160,158,149,240,437,758074,59059,131854,131892,115292,140941,179035,172574,151324,98741,100063,139003,96369,110278,111982,111499,110518,109909,103003,100885,157584164,4858,135908544,21675620,18343965,22007059,55465498,17200834,22891188,18723895,2951725,0,1448795,52690047,52842179,46480130,4123013,119642791,25886380,0,6188711,10374340,83926851,31124730,13914540,LH
20211,A,3110052,장충초등학교,1688,176,283,251,213,306,459,651445,72780,108062,109037,102770,108155,150640,161640,137797,83450,81280,107675,79604,95279,96266,95799,94914,93881,88556,86752,970235267,42495,787346705,182888562,128424100,142345189,177257464,138316715,201003237,103681516,79207046,0,16933869,367535273,69679585,421359929,94726611,521898202,277310373,1059298,121416392,179416933,140701766,163049889,193564298,HH
20211,A,3110053,청구역 1번,2634,209,418,383,371,524,729,1189323,114121,196166,188028,183625,225835,281547,314502,249814,147591,143523,189412,144478,172864,172538,171500,171712,169983,166569,164158,355513292,10459,270093874,85419418,42349497,52588221,63914690,62678085,48563381,64948308,20471110,950601,1115401,51301092,22867644,220917178,58361376,241207669,83631763,1745720,29533778,48535590,61420682,143094050,40509614,HL
20211,A,3110054,청구역 3번,1988,192,442,382,278,282,412,1002652,133493,149908,173633,151365,160793,233459,226889,204325,132030,132529,181640,125240,145173,146276,145073,145213,143976,139122,137821,1058504519,34998,767847833,290656686,135254939,139958117,155098954,140951368,196584455,161815236,128841450,7421875,70410102,181649351,99779651,523300827,175942713,530158033,341347017,3727572,213364911,265193496,176957889,156637151,55624031,LL
20211,A,3110055,황학동벼룩시장,302,10,70,74,29,48,71,498949,29795,68692,120140,85658,67194,127468,118460,104642,69936,70746,77109,58057,70891,71148,71148,71209,70409,72789,71355,139915858,4339,75815818,64100040,14446952,11145285,9045077,18919454,22259050,27303375,36796665,7782349,962658,18521890,36189255,49526357,26933349,101638956,38276902,36388,11967563,27412218,24660846,40668732,35170111,HH
20211,A,3110056,신당역 3번,5008,460,796,620,682,998,1452,2159623,288478,301380,331669,350744,376566,510786,497257,429105,277984,289086,395898,270292,307842,307986,308306,307033,306444,312819,309193,404547395,23034,315689684,88857711,65560785,66555455,60537684,59153033,63882727,67955078,20902633,1268105,16359907,119129636,35933034,184718629,47138084,230146229,142181271,886722,51617361,74612986,66356673,110249891,68603863,LL
20211,A,3110057,황학코아루아파트,1743,92,567,495,202,187,200,863578,96569,170757,190967,129066,118864,157353,243627,185667,101453,95336,128782,108714,125197,126022,125420,124007,123572,120986,118377,668648064,25730,439388556,229259508,73739917,80461753,91873093,82774352,110539441,133481476,95778032,33099786,58747094,98585554,89086892,282558433,106570305,419514867,217575777,3050265,75808594,126321338,140869877,179949692,111090883,HH
20211,A,3110058,성심여자고등학교,3736,420,585,504,551,633,1043,1465309,199987,196545,250093,253411,213895,351380,343882,319016,201928,196567,235374,168541,214193,214214,215054,213750,210289,197277,200531,509483695,23814,417618036,91865659,79700463,90888505,91006540,67222069,88800459,47668057,44197602,3199565,8966331,259462260,72782067,136433046,28640426,261589451,123343264,1507179,40287764,73058472,81915971,106380322,81783008,HH
20211,A,3110059,새남터성지,1785,172,180,210,259,321,643,519704,75065,50561,81197,83373,71825,157683,167272,109024,54742,55008,69944,63715,74966,74268,74709,75285,74509,73668,72298,131442004,8830,94560444,36881560,12119470,21828614,27594835,16130490,16887035,19506791,17374769,0,5102097,48608637,33788821,34820012,9122437,64979133,39419755,841768,10626892,19815628,25590525,27662296,19861779,HH
20211,A,3110060,효창공원앞역 6번,3491,375,602,610,540,528,836,1108777,163288,156040,193232,172026,162431,261759,286429,219804,131420,136992,193630,140501,155614,154737,154526,155363,155291,166223,167023,273239149,11240,177531100,95708049,29508870,42685492,34630249,36206138,34500351,49543338,46164711,1209602,3523929,65721674,43970135,137298970,21514839,123664118,89363468,872354,25936605,45184836,39323952,50304214,51405619,LH
20211,A,3110061,효창동주민센터,3871,506,622,631,559,613,940,1492207,247378,198459,266968,235661,217780,325960,403946,311331,166369,162133,243161,205268,210927,209985,209875,210720,210658,217570,222471,217400326,8815,154745609,62654717,30832338,28386623,33527043,31880397,30119208,28477262,34177455,0,2221011,70693572,20423787,100037293,24024663,114537231,75004178,1230590,23425292,41107131,44468223,56961446,22348731,LH
20211,A,3110062,한강로동땡땡거리(은행나무길),1263,77,154,159,175,207,491,1033980,101249,163321,206737,190819,150880,220974,217888,220739,151201,153300,178817,112036,154086,157005,156752,153101,149783,133124,130129,2888047436,98156,2441089918,446957518,472976406,546042246,539055003,460184945,422831318,236166184,210791334,904318,35249048,1265322897,226446146,1043050576,317074451,903197547,560575773,2526210,273953418,398049055,337956442,276750363,174537832,HH
20211,A,3110063,효창공원앞역 5번,2934,250,514,641,358,415,756,857937,87248,131822,186648,134853,118018,199348,234945,175252,102077,101376,134789,109500,124876,125694,124577,124659,122817,118807,116506,1719831715,41325,1267618454,452213261,230633653,246009095,265411951,252436626,273127129,245861221,206352040,41941731,69105544,274700017,110821221,860706110,362557092,893831877,404554517,1793554,140307633,264825263,357612329,303483589,230364028,HH
20211,A,3110064,효창공원앞역 2번,2998,391,601,542,473,426,565,1436093,257331,231325,258920,219629,189965,278926,377803,301236,166752,163962,233766,192576,206676,206047,207113,206175,203936,201791,204359,542303021,49247,410942604,131360417,86290443,81427613,90351802,75139728,77733018,72165239,59195178,0,52602554,217031826,104708880,155029327,12930434,240728348,235755743,1094997,94437089,116801427,80097905,96593121,87459553,HH
20211,A,3110066,서울역 15번,2709,244,423,409,379,524,730,1479617,154113,242091,297224,248652,238014,299524,388132,314753,186154,179362,231262,179953,214633,215807,214848,213978,213650,203110,203593,1290482889,55888,1086594687,203888202,199327000,216158462,256943446,202152310,212013469,112325966,91562236,1018945,35162459,535963511,119325896,502229474,96782604,712202109,351886248,1103610,117428910,253422258,274879124,280842738,136411718,HH
20211,A,3110067,배문고등학교,7697,806,1439,1229,1132,1338,1753,2228311,283351,407464,405942,338451,355241,437865,645859,485252,243885,232028,327582,293704,319555,316595,315278,316221,314045,315379,331238,392808953,19761,302087939,90721014,61693986,66953777,58418176,51702070,63319930,53961512,36759502,5501989,13588025,134624129,39060938,158150056,41883816,204878023,114040680,988198,45926011,68522732,81008913,80170828,42302024,HH
20211,A,3110068,남영역 1번,3437,265,719,765,463,442,783,1710332,233452,300644,393089,288654,218733,275758,432096,367724,221588,214118,270182,204623,251449,252896,252113,248087,244933,231088,229767,2039236504,124411,1670993028,368243476,330876794,300054509,390995144,335940117,313126464,254908689,113334787,1751729,80001828,875517104,218615108,694228109,169122626,950810798,690859265,1783806,244581819,413554980,411768510,383884043,186096917,HH
20211,A,3110069,숙대입구,5535,426,1478,865,734,685,1347,2049621,262777,575594,342129,293528,231295,344296,491871,417117,271320,268812,354828,245672,296126,303243,302713,299321,294466,278264,275485,5215655490,391817,3828832903,1386822587,702484607,831059798,824241240,679724257,791323001,779775444,607047143,29762696,217323078,1432402817,827519107,2181257091,527390701,1702090192,3006359304,99714252,2146761586,934102421,628860045,680085833,218925356,LL
20211,A,3110070,용산세무서,105,18,12,13,16,15,31,70427,8790,9615,13326,13298,11699,13699,14845,15580,10005,9773,12195,8027,10276,10490,10200,10005,10414,9550,9492,22582832,812,14933521,7649311,2259516,3361752,2601819,3709085,3001349,3521894,4127417,0,0,6341207,4496684,9805256,1939685,9642020,9136194,0,309771,2245126,3512618,6757190,5953509,HH
20211,A,3110071,한강미주맨션아파트,534,104,54,60,88,88,140,52157,8627,5052,7980,9597,8157,12744,11067,10388,7263,7665,9760,6016,7423,7398,7413,7381,7478,7708,7356,971134708,15562,788137747,182996961,181747820,130568373,199646572,130000491,146174491,93525825,89471136,0,3330216,327758702,102036181,350305737,187703872,442897273,227978454,198087,23332795,103586440,147639173,244234715,151884516,HH
20211,A,3110072,열정도,124,1,8,12,16,23,64,294750,26550,46085,79834,63340,40862,38079,55220,66139,45572,44686,52484,30649,43353,43799,43814,42950,42164,39136,39534,2110020801,60285,1480829371,629191430,248122129,267553211,342677499,304972548,317503984,354966265,274225165,137831,9119819,214086341,113177289,1285814864,487684657,1076073525,759955965,9035362,695962873,654570813,272700391,169227528,34532523,LL
20211,A,3110073,삼각지역 3번,478,17,93,114,65,46,143,125342,7457,23416,29940,25615,18883,20031,20427,27845,21595,20489,23350,11635,19177,20044,19828,19310,18429,14537,14017,193352719,2270,169250141,24102578,35912561,32023169,32836773,34443520,34034118,19519691,4582887,0,0,21605018,3051543,141573085,27123073,87608540,32111280,0,14145233,33660355,38258962,27632543,6022732,LH
20211,A,3110074,서울역 12번,3273,170,345,395,468,761,1134,782171,66208,121767,151429,140500,127627,174641,203029,172999,101019,98125,117663,89335,115370,116204,115348,114161,111300,102400,107386,4121008247,173147,3803930072,317078175,746546406,887232542,817907805,706027058,646216261,223986536,93091639,562106,135964399,1901253193,227323827,1482831134,373073588,1412434738,717588109,2466021,347590267,647094935,604750191,376722796,151398643,LH
20211,A,3110075,숙대입구역 1번,3263,243,483,457,463,590,1027,896090,97394,143766,143326,148122,141781,221703,241751,193379,107498,103505,138406,111552,129746,131210,130856,129039,127817,123312,124109,133132967,14237,113768001,19364966,24269857,29501269,21850691,19617008,18529176,13328751,6036215,0,10385687,64579619,19887863,30696875,7582923,68958567,41757140,1316644,21045834,24744972,27843789,18238957,17525510,HL
20211,A,3110076,삼각지역 14번,18,0,0,1,1,5,11,43337,2669,7635,9757,8428,6936,7911,7459,9586,6896,6414,8261,4722,6289,6617,6585,6447,6278,5637,5484,589556479,20639,409229312,180327167,70515919,90045274,85553852,79132335,83981932,93800290,86526877,0,15740465,172502985,91261754,282316660,27734615,324315805,126936338,134518,50000877,100752980,99440273,118182793,82740699,HH
20211,A,3110077,삼광초등학교,1233,150,159,157,209,198,360,454826,59981,62123,70798,77175,68845,115904,123918,92361,50509,49235,73957,64846,65583,65917,65737,65805,64989,62760,64032,454138854,19899,348498009,105640845,68572801,70015610,85277121,57653971,66978506,57352298,48288547,0,5916446,170587967,61958978,175512590,40162873,203796001,152138713,7497846,65075904,96825255,81435898,67378410,37721403,HH
