기준_년분기_코드,상권_구분_코드,상권_코드,상권_코드_명,총_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,총_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,상권_변화_지표
20221,A,3110012,성곡미술관,1928,272,287,267,291,375,436,571544,52093,74200,111769,115443,92476,125563,121977,124948,88908,85324,92585,57802,85834,86138,86317,89016,87225,68733,68283,1324534520,51765,1028414025,296120495,191542919,200660274,229358767,209104812,197747253,154051735,142068760,0,34442985,576862250,148229698,462960649,102038938,448794475,494664276,3054365,207684990,260106403,187026407,160947463,124639122,HH
20221,A,3110014,경복고등학교,931,136,113,93,162,161,266,52469,9815,7724,7346,9366,7887,10333,8825,11920,8935,8671,8832,5285,7490,7563,7610,7796,7635,7193,7181,321157732,11786,222397150,98760582,34147538,45084508,42852084,57189844,43123176,49247738,49512844,0,17517372,161710513,54475766,82777610,4676471,173248962,87338134,468218,12992291,44852369,63307304,77436751,61530164,LH
20221,A,3110015,청와대사랑채,589,98,82,91,103,94,121,74961,8033,12787,13598,14530,11868,14146,12737,15438,12354,13095,13423,7914,10958,10800,10989,11159,11161,10086,9807,215021012,19214,138808592,76212420,28517077,26120522,29647078,25240162,29283753,40263078,35949342,0,157448,73227539,89128494,52507531,0,57066813,157500726,1532416,105904039,68312663,21448206,12043997,5326219,HL
20221,A,3110016,평창동동측,2075,259,311,233,268,353,651,32611,5229,3628,4117,5261,5897,8479,6682,7067,4784,4669,5697,3712,4789,4762,4719,4645,4586,4486,4622,189277741,6662,113091930,76185811,26396018,21917927,21076759,22697373,21003853,32143857,44041954,0,509150,83368615,64106839,40152162,1140975,87870101,73525821,333496,12534091,33838261,33455454,44928270,36306348,HH
20221,A,3110017,정독도서관,731,103,88,101,115,129,195,439142,59286,64570,73674,81649,70954,89011,100546,91056,68110,68480,67911,43038,62926,62984,64155,64851,65144,60498,58586,31827972,2588,14641042,17186930,2867621,2162956,3476117,3317872,2816476,8775969,8410961,0,804332,8597618,15806450,6050856,568716,15898177,14050979,171069,9940837,8690204,5358662,3364669,2423715,LL
20221,A,3110018,중앙고등학교,2795,371,339,398,509,431,747,436602,68926,54835,72049,86823,68148,85822,103470,92205,61918,63697,66198,49113,64172,64921,64715,66376,64307,56614,55498,671229765,29100,453527084,217702681,81998709,87259076,99031866,92216769,93020664,118807357,98895324,0,7589837,249244073,216653167,189473059,8269629,236255536,303579759,2506173,168862285,161893364,79001561,74381273,53190640,HL
20221,A,3110019,창덕궁,243,6,20,32,37,35,113,561642,28235,99913,101083,112702,104241,115469,62421,113295,112895,121224,110942,40864,86749,87072,87433,93083,92816,63034,51458,356702429,28700,226193112,130509317,28126675,33007893,52538634,57787918,54731992,84481307,46028010,0,7669200,99959032,128594430,105315406,15164361,125276701,195557858,1691324,89308352,114809178,41189167,38083843,35752697,HH
20221,A,3110020,서울국제고등학교,3990,430,1169,468,478,512,933,1829358,296944,701919,161848,186752,181966,299929,555141,393788,199445,187257,253838,239890,262950,260155,260826,261070,256393,262852,265112,414978162,29810,334447656,80530506,67964537,61783452,62438265,81416463,60844939,52970902,27559604,154143,16140669,170367213,41679010,171723530,14913597,243828121,142718206,4185505,139884473,63385478,41169891,94804001,43116980,HL
20221,A,3110021,성균관대학교,1915,180,725,240,208,213,349,1315429,188067,497599,148858,153653,147814,179437,306049,258109,166313,174303,242019,168636,184080,184081,185699,185620,185725,195557,194667,1007510362,57779,681984673,325525689,95117306,129624061,124333309,192892223,140017774,211250572,114275117,768521,17382891,361249238,198420283,339467338,90222091,410376930,402024832,23578517,322252092,163674430,112509582,145430626,44956512,HL
20221,A,3110022,경신고등학교,1552,265,368,196,278,184,261,557111,117827,111266,65213,84957,72325,105525,153352,121690,65216,62978,83938,69936,79987,79534,79615,80344,79653,78384,79595,235991314,13008,210668615,25322699,38626539,40660980,38945837,45772045,46663214,18457427,6865272,0,12028426,135266905,32562653,51859719,4273611,92790081,90806506,531295,18945720,30381882,45184245,52507940,36045504,HH
20221,A,3110023,서울대병원,554,32,178,108,51,59,126,369722,24817,83077,72961,60259,53983,74626,48704,79718,63971,67080,72160,38089,55926,54963,55210,58348,57267,44954,43056,746491791,75495,671315564,75176227,126564794,121439326,135084477,145887102,142339865,52560333,22615894,0,69338347,415928588,101704564,148441875,11078417,302701867,323039200,954603,109030379,178322412,139453205,132641421,65339047,HH
20221,A,3110024,혜회동주민센터,1257,118,273,155,183,179,349,316429,57140,63389,40122,49736,42528,63514,69936,65383,43247,42510,57511,37842,44893,44818,44809,45793,45772,45351,44993,948944909,40286,652975037,295969872,141836382,119615140,133539125,127893419,130090971,143358121,152611751,0,24335559,445098399,179631280,288139948,11739723,405043149,366794644,2204939,99628504,123617105,153669330,204822243,187895668,HH
20221,A,3110025,충신시장옆,479,37,76,76,71,85,134,211926,11974,36414,31901,34161,42307,55167,45303,44422,34097,33006,34295,20804,31361,31726,31788,32873,32816,26989,24371,689762983,23997,550401876,139361107,87602908,100999389,115417161,122524322,123858096,92510504,46850603,76131205,17869084,202674442,39493140,289078614,64516498,389352526,135081337,0,73928581,77508646,169870693,145543813,57582136,HL
20221,A,3110027,혜화역 1번,2669,245,549,407,376,387,705,371364,35436,98346,67439,52967,49296,67880,77036,64841,49690,59768,78960,41071,48351,50693,52424,52320,52717,57675,57186,197424171,21049,126950163,70474008,22912392,22405872,29328672,29209955,23093272,35311513,35162495,0,2618080,74607592,56801117,57956097,5441285,66183684,118189170,1875681,62897664,61646450,26800772,25416823,5735469,LH
20221,A,3110028,이화달팽이길,3909,354,716,514,461,763,1101,2624455,237493,444114,371910,368332,485468,717136,720024,567280,324025,307260,385116,320748,378179,377540,377229,376370,374453,366046,374637,411402607,29440,329498963,81903644,58047734,53799395,71463744,66795855,79392235,48421462,33482182,3417405,16189640,167152897,54898872,132788878,36954915,199062460,155191884,4944864,74965497,85005685,74709717,74451300,40177277,HL
20221,A,3110029,동대문역 1번,5260,487,788,561,683,1174,1567,3242822,308986,468160,402741,436404,717346,909186,912215,664981,367450,358751,512130,427294,457674,462351,463218,457637,450831,470040,481071,536597347,21354,379511329,157086018,66658583,69892322,70281682,80372865,92305877,125896717,31189301,746185,3407919,49355171,94621291,287070219,101396562,322051479,206719923,6291288,78629395,91723488,127667414,142424462,82035357,LH
20221,A,3110030,동대문역 3번,179,9,20,16,24,42,68,141066,9022,20245,16809,17411,31666,45913,31552,29649,18825,18999,25076,16965,20226,20030,20019,20050,20226,20294,20219,602910655,16413,419188344,183722311,109583214,76254721,68073218,80237442,85039749,119784702,63937609,18074990,7483045,40930068,76413258,380843671,79165623,365730860,222470655,3621743,85535372,91619085,80218003,205704625,121502688,HH
20221,A,3110031,창신역 1번,486,44,76,61,54,97,154,62927,10034,7058,10158,9922,10478,15277,10208,12170,9150,9615,14540,7244,8454,8405,8576,8445,8528,10039,10480,10039850,16,0,10039850,0,0,0,0,0,10039850,0,0,0,0,0,10039850,0,10039850,0,0,10039850,0,0,0,0,HL
20221,A,3110032,수족관거리,27,1,0,5,3,4,14,131753,3861,17420,25966,29009,25884,29613,35391,28460,19416,17817,16868,13802,19716,20048,19837,20271,20736,16383,14761,75987358,1855,66392835,9594523,11304059,10399434,11098316,16601483,16989543,8333701,1260822,1212047,26043842,33914177,6139090,8678202,0,41704688,23972034,39642,7381812,24200181,12923965,5250716,15880411,HL
20221,A,3110033,창신역 4번,2007,161,254,239,291,408,654,709911,82354,94947,102336,114688,131515,184072,147042,142789,92723,96570,139759,91026,100889,101747,102214,102060,101422,101887,99693,86944900,2457,67572734,19372166,38065248,5186517,8062850,7391460,8866659,15532375,3839791,429758,0,35313610,16339868,27537100,7324564,12205225,14027248,0,527555,3142571,9628127,9318650,3615570,HH
20221,A,3110034,창신1동주민센터,348,3,5,15,44,74,207,335237,13882,49030,72673,73078,58423,68150,85657,73591,49409,46267,45312,35002,49392,49908,49557,50631,51274,43495,40982,109460737,1681,91617094,17843643,23624461,17889614,9274840,27433290,13394889,12392173,5451470,0,113569,26478693,15733280,59179023,7956172,50431358,26920398,0,4523851,9697159,19641210,29442337,14047201,HH
20221,A,3110035,동묘앞역 2번,3468,223,472,433,479,765,1096,1265171,88065,174444,195937,208482,246859,351385,368165,275039,138571,128413,180351,174632,178231,178886,179066,178871,180333,182630,187154,305341168,14137,229246526,76094642,37254511,44988297,50577857,48987814,47438047,47028079,29066563,2537190,8923585,58838946,38852947,158705207,37483293,193565405,89827799,395123,28714340,48446300,52065797,90937768,62833879,HL
20221,A,3110036,동묘앞역 3번,386,9,208,80,20,29,40,395618,21848,84521,70757,59931,64277,94285,92038,81901,60625,60773,57903,42378,54598,54206,55363,55919,57236,58322,59970,127184199,20135,95005807,32178392,21487176,17896460,19297424,18309231,18015516,16862404,15315988,0,17739019,62433421,28835082,18176677,0,82833980,36028976,291750,20677162,22771259,23429113,22970058,28723611,LL
20221,A,3110037,신설동역 12번,1535,117,221,205,191,318,483,891719,126834,116942,127040,131101,158877,230924,248277,182790,103064,101180,141542,114867,124754,126039,126754,124893,125445,129371,134463,129183399,2577,99341413,29841986,22402690,18532047,21403022,13621122,23382532,17309069,12532917,6345956,460427,32169143,7249827,69548763,13409283,76105280,34749254,0,4731327,15848925,34695404,41660368,13918507,HL
20221,A,3110038,경향신문사,12,2,1,2,1,3,3,23035,1976,3172,5236,5776,3961,2912,2075,5639,5224,5074,3773,1250,3869,3817,3781,4165,3935,1832,1635,2061849262,169068,1691511993,370337269,311860240,332508078,353481733,375700323,317961619,196926080,173411189,762171,186330926,1060685889,279079476,484878288,50112512,894895992,686713724,9304188,180841617,369458831,397096852,387115718,237792511,HH
20221,A,3110039,회현역 1번,87,5,8,6,17,13,38,89617,6687,13770,17695,18687,14346,18428,16291,19923,14513,14425,15164,9302,13474,13431,13347,13849,13722,10891,10904,101882302,6122,95511600,6370702,21447369,18501406,18059228,19133707,18369890,5694169,676533,1133195,1009830,63310835,6309606,20161761,9957075,69806315,22563905,102041,9099643,29385765,28559758,16341459,8881553,LH
20221,A,3110040,중구회현체육센터(정화예술대남산캠퍼스),906,76,126,93,131,146,334,170377,14905,21646,33285,37534,26151,36856,27451,38283,29341,29741,29369,16193,26332,26165,25785,26979,26413,19766,18935,378572405,25594,339545334,39027071,69167067,56673967,67059862,69607432,77037006,28274207,10752864,0,8592094,237110271,43801647,80577218,8491175,204332002,118706664,277021,37824166,78203976,76629858,64788160,65315488,HH
20221,A,3110041,남산케이블카,701,76,100,115,106,102,202,272099,34499,55676,49053,44968,37597,50303,61506,60380,42205,39529,40919,27562,39858,39166,39186,40612,40135,36950,36189,2686900955,87862,1705524479,981376476,294574633,345718833,352234247,363663786,349332980,548895892,432480584,0,49140426,794716195,442061535,1179756495,221226304,1511377202,812642328,22831250,447489871,681956549,540137812,365193723,266410329,LL
20221,A,3110042,남산골공원옆,965,83,200,166,134,130,252,166938,15531,36265,28687,28134,27718,30606,26592,35087,30373,30092,29947,14849,26158,25841,25993,27513,26711,18079,16642,257158594,8552,243640986,13517608,56229550,33181883,53381058,66954933,33893562,12619898,897710,0,1437536,199347878,13695372,35911396,6766412,90191806,38352782,122137,9211392,21626243,31361683,36074726,30148405,LH
20221,A,3110043,충무초등학교,2208,215,814,310,218,238,413,740893,67272,260083,122489,96008,90416,104626,203717,164499,98703,92250,99322,82402,111561,109476,109427,114800,111071,93598,90962,522166048,23616,490054792,32111256,96002627,88969660,100155511,103761088,101165906,24681795,7429461,0,23948690,329766140,42591804,118398308,7461106,172071971,67260526,1484786,38041551,46321169,40726668,49988508,62769815,HH
20221,A,3110044,관성묘,231,26,45,39,38,31,52,153113,8154,40299,29414,27198,21751,26297,24958,33953,27808,27391,25391,13613,23655,23377,23288,24660,24235,17622,16277,242619746,5137,222300987,20318759,35473845,48272222,36200633,51615729,50738558,17288557,3030202,0,490180,114805781,16076699,100271405,10975681,90601909,26119870,0,9779278,16261492,23569882,41563891,25547242,HL
20221,A,3110045,동대문역사문화공원역 5번,910,65,129,119,109,163,325,614926,27340,117790,117166,121584,98613,132433,139711,137096,94001,88703,91147,64268,93506,92398,92150,95692,94591,75855,70735,1477291789,64087,1245277787,232014002,236895039,248161032,228491654,275010878,256719184,131184551,100829451,1773189,51357993,658702462,107385605,473354854,184717686,793271047,385733884,2583523,202795062,310231274,252181066,241379255,169834749,HH
20221,A,3110048,장충동주민센터,2453,251,455,421,343,368,615,843451,60995,158696,166318,142597,131041,183805,177813,183470,121704,121214,143551,95699,123123,123317,122795,125878,125537,111500,111300,204205808,3639,130481544,73724264,31588171,22619411,24795473,27496911,23981578,38055531,35668733,2313422,0,65630288,21555155,95262103,19444840,115552602,57488632,161429,19312762,26355756,37657243,50220224,39333820,LH
20221,A,3110049,장충단 고개,1958,236,397,330,292,282,421,613576,71469,111640,118792,106751,91267,113655,116232,125362,93489,94929,116863,66701,92123,91309,92290,94363,94576,75765,73150,2254517014,74559,1547228734,707288280,321586076,307730028,284533506,317389530,315989594,382322633,324965647,3644604,31004573,442138793,461104141,1154585079,162039824,1101554117,903887719,11357233,552927840,687154868,335907991,275729045,142364859,LH
20221,A,3110050,약수역 7번,769,73,136,107,113,105,235,401341,49475,56659,65157,61192,61087,107771,95414,82090,49738,51906,71916,50277,56504,56004,56411,56845,57020,59214,59345,584335149,29814,427078771,157256378,88165189,96050277,73017505,89765962,80079838,48502520,108753858,692389,20644957,181561313,103881791,245060564,32494135,346761148,193902956,535502,51845274,95605633,115048833,134778950,142849911,LH
20221,A,3110051,한양공고앞 교차로,1222,78,160,158,149,240,437,888344,73475,173693,151348,134240,153728,201863,205457,176535,113576,117096,163051,112630,126689,128379,129351,129075,129811,124208,120830,100594885,4544,85588559,15006326,15837398,17692578,17621553,21725237,12711793,5675377,9330949,0,0,61192970,7802927,26909825,4689163,74434545,24061944,188634,4648831,13369607,35796106,27602335,16890977,LH
20221,A,3110052,장충초등학교,1688,176,283,251,213,306,459,565644,64846,90797,90989,91549,96921,130542,131517,120554,74201,73158,97164,69049,83331,82579,82874,85027,85060,75436,71336,972544736,44769,777456458,195088278,137384039,148286371,160126386,161470397,170189265,146799829,48288449,1228662,37982190,330163745,120122536,416478292,66569311,589503431,245076305,2241977,113433110,179163206,166108262,204808411,168824769,HH
20221,A,3110053,청구역 1번,2634,209,418,383,371,524,729,1114946,115113,186352,177996,176133,199857,259498,280082,234956,143349,142193,182578,131787,160212,160137,161895,161746,161760,156093,153105,387012415,11676,285643361,101369054,47778792,63435292,53506065,62701714,58221498,72417097,28951957,1167706,4115491,55958035,18046890,229048325,78675968,251318468,99910696,3057739,42069047,66617550,70796848,106750096,61937884,HL
20221,A,3110054,청구역 3번,1988,192,442,382,278,282,412,1023915,149921,151215,180070,152616,159228,230863,244883,208840,131759,132037,180393,126005,145281,145010,145203,147334,147346,147188,146554,1119071467,41726,782131731,336939736,137088972,170834079,145478418,158483499,170246763,185169620,151770116,11944407,24244928,234485451,141544362,568203222,138649097,555858272,394353982,2813801,203134778,265386724,195824999,172939725,110112231,LL
20221,A,3110055,황학동벼룩시장,302,10,70,74,29,48,71,504882,36511,73173,123926,90670,68758,111844,138002,105413,64664,64298,72399,60107,70389,71170,70970,70981,70785,75305,75282,111901240,3643,53869811,58031429,11449172,10643825,11661341,11589413,8526060,21288171,36743258,1323081,678596,15455332,33771018,45516898,15156315,82698078,28665845,135641,9496752,16554977,19062795,35834887,30278871,HH
20221,A,3110056,신당역 3번,5008,460,796,620,682,998,1452,2002257,255144,282311,308627,323762,351469,480945,469709,390604,251773,261570,367872,260730,283794,284338,286122,286473,289527,289048,282956,731857026,30642,511158794,220698232,78633016,104228459,107576584,98965251,121755484,151997841,68700391,10540498,18311757,140062071,62097703,369882493,130962504,396329825,286205885,1871315,150045222,155525275,100545960,170594988,103952950,LL
20221,A,3110057,황학코아루아파트,1743,92,567,495,202,187,200,852090,103672,166738,187339,127519,116511,150313,233019,179491,102174,99072,133127,105209,120815,120543,121435,122655,124682,122595,119365,760112863,23372,501658848,258454015,65220313,98741515,99549827,105242192,132905001,138690568,119763447,26578802,44470341,100004064,99510202,378353673,111195781,429987621,269604981,1358210,93162088,165254949,152142892,150920774,136753686,LH
20221,A,3110058,성심여자고등학교,3736,420,585,504,551,633,1043,1487396,217099,201234,259216,242978,221546,345324,370077,320515,199692,191158,232530,173425,215424,213186,213851,215159,214693,206707,208378,482166987,26569,394837818,87329169,80097638,73363791,78014463,79511130,83850796,50367292,36961877,0,14633063,252009070,67409842,123194523,24920489,235647989,131748399,1036013,30040041,66775814,89816784,101287766,78439970,HH
20221,A,3110059,새남터성지,1785,172,180,210,259,321,643,879372,129044,76212,142109,133597,123779,274631,280891,189196,88621,87968,119515,113183,124200,125133,124900,125710,124387,126761,128282,132892989,9861,99084250,33808739,19608902,18257499,19749651,25685327,15782871,16685173,17123566,21550,4800097,65882022,25658288,34308012,2223020,62524071,48116428,608602,12277499,15994074,22660319,35885479,23214523,HH
20221,A,3110060,효창공원앞역 6번,3491,375,602,610,540,528,836,615859,79112,83185,106467,97567,97687,151841,134091,118687,83469,90139,118390,71084,85661,84711,85507,85752,86414,94375,93440,313797949,13382,224583827,89214122,44122242,35082232,50376781,52308979,42693593,53412913,35801209,1955116,4149458,84295059,49019772,149697234,24681310,124631987,116156469,902234,35386032,54665843,48133817,56715019,44985506,LH
20221,A,3110061,효창동주민센터,3871,506,622,631,559,613,940,1316387,204654,172730,235005,209045,194081,300869,358843,276567,144099,142510,213402,180967,185646,186297,186515,185296,183909,192057,196667,246845072,10952,181021203,65823869,39858433,28290296,40713303,36504341,35654830,39755124,26068745,407593,4534267,66454022,23028708,118484908,33935574,130480954,88291859,434455,32882496,48473443,49252236,65898565,21831617,LH
20221,A,3110062,한강로동땡땡거리(은행나무길),1263,77,154,159,175,207,491,849119,119563,131632,166006,154842,114104,162973,181872,178638,123460,125622,147818,91709,124563,124460,124758,126172,126256,113452,109460,3797154647,118996,2926753760,870400887,563875416,582703368,564274487,629264729,586635760,476286830,394114057,0,41430845,1485914328,366970308,1488423837,414415329,1337193517,1063618424,18167260,628074589,742196018,417067513,358713780,236592776,HH
20221,A,3110063,효창공원앞역 5번,2934,250,514,641,358,415,756,916101,82561,131118,204049,148564,142446,207361,256623,191081,107280,105855,139343,115917,132928,132507,132270,134993,135656,126264,121485,2203397652,49813,1586372466,617025186,275947134,306247954,322435704,362778299,318963375,340634663,276390523,17474351,98702917,318412420,137828772,1191279259,439699933,1188815226,505186611,3423346,207972200,410559627,403640949,379812070,288593648,HH
20221,A,3110064,효창공원앞역 2번,2998,391,601,542,473,426,565,1569086,256615,234496,301385,253164,205022,318403,423644,330708,178390,174492,248130,213722,224579,224940,224309,225361,224556,220943,224398,586446920,46925,445655927,140790993,80635467,78844508,99132841,100607390,86435721,73125383,67665610,180694,94197794,231014038,103724973,147665312,9664109,272404006,222073894,2016305,75277536,122920522,93494724,89864391,110904416,HH
20221,A,3110066,서울역 15번,2709,244,423,409,379,524,730,1341746,131853,216837,278559,230043,211233,273221,367530,284045,156584,155051,204757,173778,190965,190686,191875,193066,195464,189254,190439,1647061087,63405,1353007313,294053774,233115263,233794748,282746598,309337568,294013136,152272705,141781069,7435261,55344081,608414139,176757504,667747409,131362693,792291434,426706871,3165651,117798902,272520064,295038402,366414692,164060602,HH
20221,A,3110067,배문고등학교,7697,806,1439,1229,1132,1338,1753,2526097,338541,440731,468506,362388,400490,515443,765331,552649,268757,252875,353589,332897,360678,357779,358923,357544,355521,359254,376398,509673988,25798,404490608,105183380,69887885,76903130,83862970,87031986,86804637,56007824,49175556,3166908,21571788,188203098,51738628,184296140,60697426,274870732,138563916,1268973,65395788,90803904,101201606,90824658,63939720,HH
20221,A,3110068,남영역 1번,3437,265,719,765,463,442,783,1627882,219875,294807,381544,272044,205375,254238,392729,343631,214760,213375,270264,193123,236812,234585,234294,239993,238280,222395,221522,2282478797,142083,1779837034,502641763,385562603,347384891,306380716,307431801,433077023,286533319,216108444,715456,93307842,872660509,301179078,733708731,280907181,1091926511,856852362,10506029,341216989,568673697,417814748,396103828,214463574,HH
20221,A,3110069,숙대입구,5535,426,1478,865,734,685,1347,2365920,313525,697518,395516,315972,255154,388233,553093,476832,319583,319050,412338,285023,341516,339397,343345,349450,347354,320855,324004,6784865109,514332,4962281865,1822583244,903666612,967320737,1010822705,1025309034,1055162777,985613670,836969574,29442151,270906951,1876569120,1182094644,2783270015,642582228,2044780389,4107371122,149950023,2931984891,1150734081,802326326,797519861,319636318,LL
20221,A,3110070,용산세무서,105,18,12,13,16,15,31,59147,6956,9141,12427,10878,9536,10210,11092,12571,8971,8845,11027,6641,8531,8553,8595,8712,8716,8123,7918,17367899,614,11037740,6330159,2078346,2161138,1957125,2645400,2195731,3330458,2999701,0,0,5463023,2293573,7490653,2120650,8432212,6528315,0,344158,1900144,3020852,3153246,6542128,HH
20221,A,3110071,한강미주맨션아파트,534,104,54,60,88,88,140,40526,5816,3396,5695,8079,7296,10245,10022,8627,4961,4983,6795,5138,5703,5754,5864,5741,5725,5911,5828,773311445,13886,582580818,190730627,108075192,111570692,113305137,138206330,111423467,91295614,99435013,0,4126487,285599682,108237722,310115703,65231851,319699259,219964671,921791,20288169,60569535,123290621,186904488,147689324,HH
