기준_년분기_코드,상권_구분_코드,상권_코드,상권_코드_명,총_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,총_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,상권_변화_지표
20221,A,3110514,서대문우체국,2037,74,951,349,162,176,325,666617,65331,309851,111866,59839,50402,69327,170361,141857,80418,77131,113947,82902,94558,94021,94565,95757,96428,96533,94756,101839451,5706,77851086,23988365,18565343,11708740,14774451,16715157,16087395,19064493,4923872,25430,378808,32119373,11764488,41679167,15872185,62428295,33852320,658161,44492572,28928878,5638441,13251368,3311192,LH
20221,A,3110517,서대문소방서,866,125,197,104,120,139,181,167797,27307,34561,23600,29381,24789,28159,38088,35654,22432,22372,29153,20096,23981,23696,24106,24135,23959,23810,24113,330015898,6625,182917627,147098271,16548915,39670491,41137504,40229841,45330876,74035094,73063177,0,9029891,118199681,62638642,125979194,14168490,154585965,124855885,0,45318736,70863704,40936562,70618837,51704011,HL
20221,A,3110519,서대문구보건소별관,3975,594,508,438,634,673,1128,1003596,189461,128550,115377,156379,144070,269760,323457,211643,98205,91738,138454,140098,141927,143718,143674,140522,140129,143025,150603,420660463,16775,259370096,161290367,57834179,47748067,43601006,65415153,44771691,98760121,62530246,0,16109285,170507941,59030760,133097872,41914605,211633854,114191852,1830320,21170196,46967816,82842999,88263589,84750786,HH
20221,A,3110520,경의중앙 신촌역,1522,83,594,230,131,167,317,513769,49989,230671,88468,46220,46828,51595,99801,100195,72688,76860,104021,60206,72058,72071,72907,73939,75040,74838,72916,1508315220,61858,972337558,535977662,174893094,102626001,202068143,280545435,212204885,240784999,295192663,10353723,2249235,308230514,217307287,879763085,90411376,720865176,724662632,36303245,780077700,209537452,106728288,256150365,56730756,LL
20221,A,3110521,홍제역 4번,886,86,121,123,121,158,277,675947,92797,86859,82253,93113,115806,205118,158894,137797,86184,87144,120186,85743,97285,95801,95305,96291,98090,98205,94968,1038020633,26232,657144959,380875674,128921562,120992872,123429585,147734648,136066292,190514912,190360762,0,542227,72145062,109714069,749303004,106316271,639960188,347868113,5028376,210315830,224810051,188741448,240618860,118313736,HL
20221,A,3110522,홍제역 3번,1328,115,197,164,199,209,444,210019,23931,28991,29987,31946,35437,59726,53182,39551,21940,22969,38064,34313,30909,30485,30572,30438,31539,28750,27327,33291329,3727,25017482,8273847,6161295,4142924,4994837,4532737,5185689,3217934,5055913,0,2260564,13939917,9696641,7305589,88618,13638416,18811101,359762,10575052,8476374,4714786,5804822,2518720,LL
20221,A,3110524,연희세브란스병원,233,19,94,41,25,15,39,118661,7368,34700,23503,17128,16235,19728,13798,28477,24503,24216,18635,9034,19529,19224,19194,20778,19501,11103,9332,1421445911,83023,1224217462,197228449,234241548,227872906,259044354,265534292,237524362,127549397,69679052,0,113952126,785260250,218174730,295248390,8810415,403921735,564808061,5096362,257697706,223612644,169578037,203602950,109142099,HH
20221,A,3110525,홍은종합사회복지관,578,100,54,83,96,79,166,342578,63680,38693,42459,49382,55687,92675,69830,66321,45351,49307,69675,42094,47419,47486,47500,46888,47545,52418,53323,308038055,37296,212493309,95544746,36706660,41117240,51180776,40405853,43082780,55813110,39731636,715251,35061334,113785008,69117882,75526594,13831986,174524160,106226383,1611678,30958929,62414825,74815869,66223365,44725881,HH
20221,A,3110526,봉원사,1199,117,395,176,123,150,238,127018,16422,40595,21624,14085,14382,19909,26984,30165,19897,18655,18394,12925,19341,18925,18761,19794,18921,15731,15544,621672604,15705,563186308,58486296,109159600,62760140,94347361,238463019,58456188,58486296,0,0,73864576,311950246,107446412,127188929,1222441,54490341,118005259,233041,34390062,17671604,23896583,71953525,24350783,HH
20221,A,3110527,홍제역 2번,1923,175,285,275,250,350,588,548834,85391,71689,84098,79317,88095,140244,143758,109304,64241,67554,93858,70119,77076,76098,76574,75663,76592,82630,84203,295593245,10422,215891951,79701294,42631215,38188598,38810126,37773261,58488751,52194778,27506516,0,1596246,86637279,36923821,155402392,15033507,180435924,93043567,807383,20781952,51953877,48735802,85804646,65395832,LH
20221,A,3110528,서울여자간호대학교,1547,224,218,245,210,219,431,944919,164999,110202,116041,138255,156664,258756,235547,185756,108649,117494,167499,129974,135634,134844,136974,135939,135707,132108,133715,331686231,25354,221913836,109772395,31074547,46102958,49997738,45413171,49325422,55972373,53800022,326743,12307675,90100118,61429799,127487650,40034246,179027138,121716784,3619590,40840335,54370590,76694140,91955592,33263674,LH
20221,A,3110529,홍제3동주민센터,3374,300,427,339,471,584,1253,1085380,159035,128420,137395,149248,183028,328253,281103,220801,130518,130540,181329,141091,153619,152780,153788,151599,153345,160525,159722,811542363,42067,568663527,242878836,112021952,110959523,119444716,97719758,128517578,142517971,100360865,2430702,20626644,123655215,107760782,416811452,140257568,484564929,300628356,5605634,75210835,142945148,170261546,219215991,171954130,HH
20221,A,3110530,아현역 1번,247,15,32,31,29,47,93,202559,32522,29752,38284,32975,31387,37640,62021,43592,21260,20110,28689,26886,28979,28800,29060,29206,29250,28891,28372,283080632,10552,191100123,91980509,40672665,35320735,35321157,37107998,42677568,60050801,31929708,0,23275247,83442840,34830649,124437917,17093979,166661098,92836075,55297,14051378,34556186,47161389,83243420,80429505,HH
20221,A,3110532,아현역 2번,2046,174,309,223,319,386,635,1052107,147107,137245,183443,197200,174325,212787,177570,220115,163783,169503,202391,118745,159031,154863,157510,162081,162028,130401,126191,431272310,23224,332949442,98322868,68937249,66779989,67643674,61252397,68336133,57906645,40416223,110493,11188511,109864899,74326024,196979553,38802830,230796725,145028324,1632485,29641389,55780832,64456588,116074779,108238978,HH
20221,A,3110534,경기대학교,1614,162,297,209,196,283,467,625392,99395,89453,95032,101041,103673,136800,161211,134281,75336,75650,100082,78833,89378,89180,89122,89543,87860,88398,91913,5291628,132,2835139,2456489,444913,577441,0,785698,1027087,1178547,1277942,0,0,0,747832,2920336,1623460,3493042,1415203,0,823563,184592,1495666,1429403,975022,HL
20221,A,3110535,영천시장입구,1293,103,215,152,180,214,429,1121772,172119,133994,163164,202396,185106,264996,313475,233611,125802,119012,177283,152591,160564,160712,161180,161949,162032,158120,157216,241712783,11133,175472927,66239856,38949392,21827237,40316680,37600081,36779537,35698865,30540991,368768,5587259,93335223,45409984,87277868,9733681,105208258,89566718,263309,19520840,34390565,35243580,55481595,49875091,HH
20221,A,3110536,돈의문센트레빌아파트입구,690,45,147,88,98,137,175,100646,12823,14178,16517,18835,17415,20876,14302,19038,16882,17108,22047,11270,15246,15125,15326,16023,15779,11901,11246,169547936,6662,136014998,33532938,28763539,22809588,25721354,24185802,34534715,17467476,16065462,0,1814822,67359888,13158516,69234911,17979799,86955006,50569745,38276,17969592,27081407,32968447,36232914,23234116,LL
20221,A,3110537,충정로현대아파트,1051,129,233,210,161,114,204,425407,29691,70754,101458,91239,68576,63691,57742,98457,75924,75512,77451,40320,67850,66321,66109,70647,68384,43862,42236,684208751,30282,622074707,62134044,118902989,121608701,110693809,137143354,133725854,41780978,20353066,0,8349172,337889188,57887060,240647120,39436211,297261127,178777320,444290,66840274,93793302,124374867,127116455,63469264,HH
20221,A,3110538,충정로역 3번,422,15,88,136,65,39,79,364928,25458,53847,84204,74202,59781,67437,70667,81128,56225,55613,62053,39242,55778,55255,55008,57720,56536,43151,41481,891147041,25590,842466323,48680718,188424661,157167325,142843773,200343108,153687456,37843837,10836881,0,675599,266277775,40617626,465655725,117920316,421482141,216264613,122693,86069903,186725018,169030699,145197205,50601236,LL
20221,A,3110539,미근동,460,21,83,94,55,64,143,255085,15506,34866,70633,66412,40697,26970,30444,63136,51998,50618,41304,17585,44140,42440,42081,46238,43984,18795,17405,2788138827,108223,2701088273,87050554,520869077,537835205,533222442,592404603,516756946,67554879,19495675,0,45140381,1489063153,97659369,888168960,268106964,1205381565,670034579,709385,165723133,513559201,547633719,500841698,146949007,HH
20221,A,3110540,망원나들목체육관,2776,342,416,499,456,426,637,554113,76866,78225,110375,96903,79574,112168,185653,121868,49440,45462,71723,79964,77108,78466,79099,77298,77601,80718,83824,142954169,2903,90135537,52818632,6493033,12515079,17902642,22580843,30643940,33641313,19177319,1772065,1543777,18910914,4500166,74601807,41625440,88930008,38329468,0,22584913,34491737,30018102,23616229,16548495,LH
20221,A,3110541,동교초등학교,4944,739,750,751,854,718,1132,1319105,207089,201067,231237,232858,188057,258795,362832,264089,147515,150300,219262,175104,182200,183196,184979,183582,183480,198970,202698,841658458,49264,527789263,313869195,86669152,73908264,112201745,123211627,131798475,174287386,139581809,900845,38621265,233094016,227372022,300348502,41321808,362477625,443066618,3949973,216365873,191509317,194966718,132042425,66709936,LL
20221,A,3110542,마포구청역 7번,5276,694,875,863,860,817,1167,1556603,197202,251014,283438,288525,220492,315932,417664,322340,177195,173025,255485,210892,219240,220082,220935,221973,220288,226582,227503,1401856961,119401,986686159,415170802,187475323,197229175,188303437,207585903,206092321,223398283,191772519,7682916,85119648,320971226,229448871,575327190,183307110,729493308,585175187,5536019,204455163,317972427,378262505,283610958,124831425,LL
20221,A,3110543,중암중학교,994,167,150,157,168,131,221,86455,18519,10157,12056,16714,13764,15244,18960,18872,11207,11601,15071,10744,12599,12372,12476,12703,12425,11878,12005,7205544,1210,5153706,2051838,1463307,595039,1114104,874379,1106877,1050048,1001790,0,508726,3583751,2689727,423340,0,3241293,3964251,0,577899,1943823,2647647,1452138,584037,HH
20221,A,3110544,망리단길,12727,1364,2275,2489,1939,1754,2906,5132483,572571,978484,1157032,830871,628864,964662,1391022,1001562,567705,594788,876490,700917,708966,708370,716659,720076,726642,778442,773327,7067511465,400392,4273799636,2793711829,746944417,770067822,869685522,860212086,1026889789,1576292915,1217418914,12783986,117279254,1341089184,1230605837,3455995005,909758199,3245771194,3512294955,68973131,2169650855,1939151932,1099811653,968877430,511601148,LL
20221,A,3110545,마포구청역 1번,5110,259,2037,1457,614,371,372,586197,46615,137067,125565,93717,70069,113165,174960,130811,61691,57072,82110,79553,83122,83152,83548,84130,83286,84659,84302,2383659223,170958,1795706822,587952401,311709753,311735405,484924327,365475059,321862278,335503286,252449115,3338210,164997031,727120550,334019349,1018701149,135482934,1220556011,963505509,7360139,391948754,512064098,574227991,434794687,263665852,LH
20221,A,3110546,양화대교북단,2596,256,493,567,387,335,558,776498,93190,146277,180684,128256,83818,144273,254994,172502,77664,71594,99340,100405,109454,110549,111226,109824,109259,111941,114246,101199531,11341,70059641,31139890,13943306,11590274,16969771,11717292,15838998,11332692,19807198,1086955,2572702,40686884,35329176,21328606,195208,36074526,60714450,5500762,30564079,25622452,15159243,14193314,5749126,LH
20221,A,3110547,KB국민은행 망원동지점,2491,327,405,342,396,368,653,828527,103819,134091,147541,145999,122537,174540,199281,158046,100426,107024,154880,108870,116049,115996,116305,118556,118646,121663,121310,1932854426,90685,1353390899,579463527,241600290,249653640,257953894,300256468,303926607,355971344,223492183,6655574,40833073,398962108,247949688,997851676,240602307,1078485038,686825467,7039070,314575995,419735162,382448224,412337372,229174686,LL
20221,A,3110548,마포구청역 4번,2724,286,494,530,450,421,543,1133676,127265,204913,246114,205962,154754,194667,268313,234977,141050,141877,199704,147756,158560,160058,160100,159298,161106,167228,167327,1037836423,44256,723719107,314117316,125061372,148133754,141741704,146742446,162039831,185623354,128493962,0,28942223,275475902,146524517,501981925,84911856,566537252,346715685,1472321,113749008,196599787,199849236,240196184,161386395,HL
20221,A,3110549,새터산,2629,351,413,439,433,361,632,1255035,219545,202507,210430,217452,169953,235146,342193,260567,140528,138865,203886,168994,176214,176353,177483,176901,177246,184132,186706,436963906,16899,259037860,177926046,36387053,48962270,60868424,52765257,60054856,89699436,88226610,0,3263938,129877526,75614078,212038204,16170160,232367343,164279787,3045140,51073317,83268956,98054712,101871710,59333300,LL
20221,A,3110550,합정역 8번,5796,608,1144,1237,876,753,1178,1723047,157632,361650,422332,289214,208572,283644,456117,346031,201669,206366,294814,218050,238656,241084,244436,241641,243814,256916,256502,4894006570,161510,3352465349,1541541221,572543184,662039238,640013565,688421608,789447754,958832762,582708459,8182405,64742725,849008571,565490018,2567966902,838615949,2433175227,1927012485,14557362,1175648182,1453252185,677135587,618842694,420751695,LL
20221,A,3110551,성서초등학교,4111,689,619,617,810,584,792,1499466,266298,205907,242180,316273,193498,275312,420829,317349,175087,167792,228972,189437,213253,212455,212903,210143,213907,216207,220597,622590748,26093,448046263,174544485,79991121,80334335,102367507,95039647,90313653,97813142,76731343,248375,14578162,75581067,56098277,365251448,110833419,342261919,214983793,1887508,105041071,132603883,170406618,119154923,28151705,LL
20221,A,3110552,성미산체육관,2263,276,347,367,351,360,562,790608,110491,121787,163401,151027,105023,138878,187438,176732,108516,105234,127475,85213,113363,114310,113651,114646,114389,111182,109066,722777344,30087,584769710,138007634,125089124,110174527,111068121,125004877,113433061,76021716,61985918,539075,8163774,357569817,58572790,242506761,55425127,386698396,155032148,204389,54218003,108565168,172931374,135785965,70025648,LH
20221,A,3110553,가좌역 2번,3390,374,526,557,525,530,878,810763,148525,134115,128690,133929,111225,154279,228419,178161,97152,91144,119185,96702,114330,112555,114188,112593,113178,121006,122912,465440265,19018,343200132,122240133,74741590,54696459,78968523,67539843,67253717,68647192,53592941,5646134,2150683,109699013,39157318,224266359,84520758,300215587,120524627,655154,35847956,95637447,91278980,116130091,81190583,LL
20221,A,3110554,망원역 1번,4439,434,801,880,726,618,980,883692,72823,186072,209299,170565,113006,131926,179042,171409,123884,129595,166970,112790,128324,127890,129635,132180,131576,118836,115250,797362562,65247,629431195,167931367,119402870,115389285,127462974,131295794,135880272,126831094,41100273,576183,71207082,358255399,148208681,205973009,13142208,422662572,276767608,2123311,128240656,161894777,157362842,148532671,101275924,LL
20221,A,3110555,홍익지구대,255,25,50,53,41,36,50,189282,15118,45484,47473,31136,23078,26994,37291,33962,27765,30234,37911,22117,27409,27397,27580,28155,28683,26335,23725,628054144,22173,420583138,207471006,89148344,87852646,77813692,75454679,90313777,110714611,96756395,0,4413938,67271099,42736394,414006579,99626134,349194812,221819657,1122336,179383548,228173551,81492023,55014523,25828491,HH
20221,A,3110557,홍대부속여중고앞,3220,348,580,640,630,438,584,902093,104742,175151,184498,183957,110092,143654,234185,189072,112448,112325,143187,110877,128786,128431,129140,130737,130164,126714,128120,1230584179,62478,955780504,274803675,182968328,205214769,183187035,186615955,197794417,148294604,126509071,8609057,38737453,365881900,115094519,537794196,164467054,562219328,326515485,3723183,158228622,257927586,215653708,169457541,83744168,LL
20221,A,3110558,경성고등학교,8597,941,1502,1610,1376,1226,1942,2454084,297634,408476,506717,451595,312579,477084,736290,523510,261293,252413,352436,328143,348784,347338,347036,347853,346000,354945,362127,4797029315,132741,2847111324,1949917991,600561052,552227216,587194173,538441714,568687169,950505242,999412749,3970313,44555572,1314178069,830040987,2416478479,187805895,2374959806,1829753094,10189590,446418744,835712511,937583172,1030127164,944681713,LL
20221,A,3110559,성산중학교,2482,207,503,550,349,325,548,880143,77238,224609,237764,140019,85929,114584,207357,175158,119095,123143,155557,99833,124012,125289,125819,128487,128621,124939,122977,3748544595,225232,2243459548,1505085047,432475988,462215412,461040157,437054457,450673534,794296997,710788050,4065630,102300131,1270115442,1042959431,1173108777,155995184,1565818174,1930742838,23202940,1485877834,1180345760,315911563,318592435,172630478,LL
20221,A,3110560,마포FM,1546,139,347,293,230,208,329,1100455,131073,234753,225570,198689,126819,183551,319347,231579,125822,119551,160489,143667,157333,156593,157549,159020,158962,155259,155740,265353154,16464,222272226,43080928,46567373,44740102,40534005,47467820,42962926,28888441,14192487,17817,6227246,144379457,30745964,78085409,5897261,119566156,76723098,1235523,27004129,36734368,40946000,44700592,45668645,LH
20221,A,3110561,상수역 4번,2175,127,546,510,280,269,443,754455,67849,193363,191452,110828,71740,119224,201499,156234,88655,88677,124185,95204,105679,107566,107847,108191,108447,108071,108655,909593380,30383,586003644,323589736,76885034,109050314,126493173,137413291,136161832,188158561,135431175,66951,5053612,117207912,98896565,478379825,209988515,413751879,364844331,1838705,329406662,279346912,93654505,53818685,20530736,LL
20221,A,3110562,연트럴파크(연남동주민센터),2902,293,585,596,470,362,596,1017850,103707,266733,227130,165305,102816,152161,278330,191344,112429,127165,176766,131818,139046,140551,142741,143603,145955,154534,151419,1197494217,63568,648373859,549120358,99051128,110402287,147212388,132065695,159642361,296418021,252702337,12905563,9668829,211672327,338168575,479105646,145973277,437039356,743761348,17239262,579228882,369743959,101354392,83867914,29366295,LL
20221,A,3110563,상수역 3번,713,54,209,150,95,71,134,204957,22191,48724,44386,34055,22163,33440,48289,41336,25621,26723,37593,25394,28563,28726,28991,29136,29426,30197,29919,42189933,1468,39124519,3065414,8269361,7230805,7169385,9654103,6800865,3065414,0,0,0,31608947,977136,9603850,0,9816027,4868928,0,831962,1708591,5337953,4567411,2239036,LH
20221,A,3110564,홍대입구역 3번,571,38,161,125,84,58,105,710994,74723,264428,154840,94516,56532,65954,98297,110641,107916,134033,184408,75699,94521,94566,96760,98108,103502,116913,106626,3341455034,112981,1921514770,1419940264,378199594,381437997,388743322,378947429,394186428,834471115,585469149,1508577,16049401,327875301,466531966,1752458942,777030847,1470759007,1679016949,65321537,1514814194,870749255,365847318,268529975,64513673,LL
20221,A,3110565,홍익대,1544,93,628,276,160,170,217,412428,57896,161325,71408,47597,34466,39738,122868,85531,46451,46408,60388,50782,57337,57522,57638,58288,58277,61591,61776,217581838,14489,139673743,77908095,23638142,27156170,27354315,30131167,31393949,44947273,32960822,4545307,6118464,79078626,56063716,55579578,16196147,81095324,126665076,8832398,68605197,56100700,36657102,28897684,8667317,LL
20221,A,3110566,경의선책거리,1846,117,493,430,246,223,337,1434633,169269,491002,293214,193027,119099,169026,269390,257993,210183,235600,303063,158402,196033,198095,200860,204734,209963,219617,205331,2923411483,204946,1825931686,1097479797,348896268,327086908,360175436,355797545,433975529,671441878,426037919,25975047,98340869,700729759,703412969,1064367572,330585267,996720875,1726722002,95801048,1255547586,758947169,297535108,252856405,62755566,LL
20221,A,3110567,광흥창역 6번,298,17,82,62,43,24,70,278686,57820,35013,46509,51342,37282,50720,54999,57202,39975,40396,54840,31274,38672,38883,39460,38929,39143,41889,41710,141341197,5221,123331238,18009959,17460029,16961714,28308239,23936755,36664501,13892434,4117525,2210592,13186122,54602370,7399366,48540913,15401834,61624571,61085817,66593,12542079,11556336,27847748,31348696,39348938,HH
20221,A,3110568,광흥창역 1번,329,62,56,43,54,51,63,315024,58642,40717,51876,54981,41032,67777,82954,67903,39381,40652,48706,35428,45296,45450,45718,45390,45429,44419,43322,213142577,6870,179109720,34032857,38244864,38879048,31843743,36564148,33577917,27109094,6923763,0,2055533,74899137,11907474,111350911,12929522,104052565,53528186,0,16124400,38006852,43004502,38495882,21949118,LL
20221,A,3110569,홍대땡땡거리,1907,99,606,377,247,227,351,927919,95420,317724,169183,112928,103227,129438,227746,182845,117498,121481,163462,114889,129851,129790,131245,132091,134295,137643,133007,2544335283,134190,1674266327,870068956,285060076,361236808,318872272,360653678,348443493,458145269,411923687,13230677,111986931,567325149,326637989,1096219977,428934560,1289649928,1064990333,22523423,715429722,610682662,426963966,388596527,190443948,LL
20221,A,3110570,KB국민은행 서강지점,501,68,54,100,96,71,112,214525,37304,26684,35115,39635,34875,40913,53648,45016,26343,26134,36078,27308,30535,30328,30783,30869,30734,30389,30887,654869707,83396,505092351,149777356,75710431,99225666,114593643,115569441,99993170,77606335,72171021,0,125349859,230801525,139279802,148522111,10916410,324384493,254778719,3557537,81323212,187877054,110400397,147241488,48763520,LH
20221,A,3110571,신수동주민센터,2323,270,350,338,339,381,645,520824,83196,70835,83013,94535,79645,109599,137204,111216,61642,61783,83572,65405,73428,73380,74149,73290,72791,75712,78074,46422314,4797,38644717,7777597,5740257,10876515,7120265,7627584,7280096,6947535,830062,0,0,13651599,11351984,14171128,7247603,28863729,15548423,0,1185102,10982187,6360453,22685163,3199246,LH
20221,A,3110572,서강대역 1번,2848,180,953,438,362,333,582,1826283,250747,521990,298687,265331,207503,282023,424609,374102,241876,243719,319053,222923,261195,257462,259718,263679,265864,261834,256529,2097542532,242541,1511590602,585951930,289662126,305655115,297995626,320142937,298134798,308146293,277805637,1565224,203196765,716143605,403171519,585235450,188229969,1084466333,876095087,37249614,513837114,400115105,382490154,373178535,253690906,HH
20221,A,3110573,신촌역 6번,191,12,62,41,23,15,38,98218,9950,38493,16992,10942,8853,12986,21061,20605,14429,14132,17170,10821,14342,14004,14239,14466,14574,13777,12813,130877257,10595,97901974,32975283,18137632,16062784,20127296,18913459,24660803,21029954,11945329,0,4219185,24468386,14361574,52999943,34828169,67422635,55752924,1036920,46939620,29678415,19056197,18993838,7470565,HL
20221,A,3110575,대흥동주민센터,2613,146,598,379,365,360,765,1075024,100130,396517,194481,120322,106363,157211,349335,235967,108878,98317,140209,142318,153114,151240,153379,152852,152383,156386,155675,150219016,13168,141624008,8595008,35147069,30614860,27023764,25692096,23146219,6162210,2432798,0,810758,103929041,21507701,23971516,0,71128927,61952246,163911,24138946,25743158,23043055,35338110,24653996,HL
20221,A,3110576,대흥역 3번,1118,144,140,179,170,158,327,1164745,238813,193650,174251,203581,150856,203593,210599,218207,160824,175020,253001,147092,166334,166246,167306,171623,171003,165737,156495,4214520412,134812,3051187216,1163333196,572829696,593183329,596359935,677516073,611298183,688494383,474838813,84273511,40792842,1167445031,413044066,2033792667,475172295,1812877901,1735830032,17585957,881800668,1162037324,671893947,497703897,317686150,LL
20221,A,3110577,용강동주민센터,946,137,107,111,178,163,250,618820,162329,59832,90125,111542,82063,112930,143134,117209,75710,83855,121498,77412,86920,86976,87660,88964,87645,91094,89561,768045546,40572,608013500,160032046,121984432,115753845,118422714,137757802,114094707,104047917,55984129,0,21072683,291037183,86135622,323920842,45879216,313168579,263709094,2670183,36819324,108748810,174386115,154344933,99908307,LL
20221,A,3110578,대흥역 2번,2721,253,497,343,365,476,787,1260925,243423,188695,206069,244650,166618,211470,257201,249700,167812,172715,242432,171066,182418,181696,182489,185096,183041,176067,170118,2342691889,184477,1712350643,630341246,336560387,322239268,339926152,348379921,365244915,367144900,263196346,20981140,116985910,645089348,371201593,983074536,205359362,1199547018,864260851,52230178,325280208,432747630,494294237,466477005,292778605,HH
20221,A,3110579,마포역 4번,791,56,155,178,125,106,171,315125,40018,38605,64150,56869,49120,66364,87705,69182,35703,34938,47039,40557,45043,44494,44493,44575,44696,45459,46366,288154435,6091,244381714,43772721,58769697,57241638,41851366,49161831,37357182,38956223,4816498,2939377,4201340,36140835,3054103,119649829,122168951,118170756,49448786,0,28466441,54655780,43573962,33419060,7504299,LH
20221,A,3110580,양원초등학교,1267,68,347,195,130,175,352,761807,83841,186189,126525,127822,108998,128431,220222,154766,84489,84632,115482,102216,108691,109091,110276,109731,110168,109146,104703,181432987,12717,151752436,29680551,27566069,28647726,34406857,31552054,29579730,16975463,12705088,74661,31601593,96880752,17149357,34519637,1206987,101264877,33624483,33809,6953973,16143875,22491110,29027373,60239223,LL
20221,A,3110581,염리초등학교,292,94,16,44,82,24,32,122825,17112,17654,26231,25232,18663,17933,18088,25888,21147,20897,24711,12095,18271,18257,18272,19114,19087,15212,14612,157262819,6945,137786603,19476216,25938337,31805384,23343467,28886033,27813382,6489769,12986447,0,221164,75777875,10484535,61545667,9233578,69594625,42530096,0,12442868,18630595,26783252,34826347,19441657,HH
20221,A,3110582,이대역 5번,1393,71,451,188,153,184,346,531648,45519,174783,88518,73700,64593,84535,158988,116365,58273,54142,75238,68643,74560,73756,74407,74862,74603,78750,80708,342341818,23057,245484984,96856834,47143017,49466153,56061972,48905371,43908471,55240276,41616558,16021210,9008334,95998535,59484707,114092220,47736812,155621576,150030523,1012017,68862970,88751306,44789243,64014754,38221810,HH
20221,A,3110583,공덕래미안3차아파트,174,17,47,34,25,13,38,382664,58795,52029,86961,73230,53472,58176,57361,79892,68318,70039,72777,34275,60369,59342,59550,61418,60526,42850,38607,841482634,19581,824548729,16933905,152206780,166451991,157325856,199824350,148739752,13898660,3035245,0,306591,375388612,21067867,299983368,144736196,208739791,98631792,66428,29292051,73943359,94688386,74792717,34588644,HL
20221,A,3110584,아현역 4번,57,0,13,7,7,8,22,102282,17099,14260,18098,16456,15904,20464,26608,21789,12323,12311,16581,12670,14665,14662,14701,14884,14875,14558,13937,71742330,473,49707596,22034734,6903832,4372428,24853799,8399663,5177874,22034734,0,287660,0,0,0,21747074,49707596,65183689,4487491,0,3451916,0,0,22437457,43781807,LH
20221,A,3110585,마포경찰서,222,48,21,88,34,15,16,139522,21619,18690,30018,25647,19316,24232,21116,30943,21339,22961,27719,15445,20681,20584,20621,20893,20549,18167,18028,33528832,1293,29478042,4050790,6791988,4546971,5157031,5669480,7312572,2977087,1073703,0,0,12371993,683265,10419804,10053770,14519400,12306919,81342,5075689,6783854,5653211,5897235,3334988,LL
20221,A,3110586,서울서부지방법원,1520,62,354,387,216,210,291,1805522,246275,258979,392471,334069,257125,316602,497309,377494,212451,205827,282676,229765,258296,257394,258752,260711,260876,254366,255125,3707367533,129445,3100883573,606483960,560059812,557216128,570198798,815898027,597510808,450631745,155852215,29600713,104845953,1424742048,649946606,1212554119,285678094,1508815097,931411445,5906076,267067921,554050806,541807845,677094529,394299358,HH
20221,A,3110587,공덕동주민센터,3405,211,899,615,438,440,802,895965,127637,144023,174713,154514,131361,163716,245597,191789,102258,102136,141654,112530,125820,125448,126465,126119,126005,131171,134936,211206062,4767,175456768,35749294,38931665,31555750,34605063,36353201,34011089,31196334,4552960,10122250,0,39900325,11004095,108125783,42053609,120574387,42719019,0,17250201,37304329,23854142,49260079,35624655,HH
20221,A,3110588,한겨레신문사,2908,276,596,481,423,480,652,1037951,131548,180752,192353,160737,160691,211873,300040,223678,118150,111146,152255,132682,147343,147308,147734,146512,146104,149026,153925,281375711,20148,203996704,77379007,37809556,35803184,42354998,46477053,41551913,33348996,44030011,0,23950330,132088431,39873997,71558090,13904863,126965692,104796758,965518,30189690,47494771,53412308,68478501,31221658,HL
20221,A,3110589,애오개역 3번,1726,145,270,269,219,303,520,107084,18323,14305,19403,18212,17173,19666,29585,21252,11765,11955,18043,14483,15001,14880,15167,14816,15036,16046,16138,107391438,2518,57697806,49693632,10712858,10853468,11906031,11544407,12681042,25264060,24429572,0,1549289,22960318,21186347,59070503,2624981,51257605,47844035,0,6944051,12559673,20936055,35396519,23265342,LH
