기준_년분기_코드,상권_구분_코드,상권_코드,상권_코드_명,총_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,총_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,상권_변화_지표,연령대_10_총_인구_수,연령대_20_총_인구_수,연령대_30_총_인구_수,연령대_40_총_인구_수,연령대_50_총_인구_수,연령대_60_이상_총_인구_수
20201,A,3110023,서울대병원,575,44,156,128,65,56,126,450230,25266,100307,84349,70013,61780,108513,109159,97805,60698,57813,71854,52902,66873,70028,69848,70774,67737,53363,51607,541211877,44868,497873511,43338366,95469589,95249375,96307074,104377136,106470337,38110393,5227973,0,30578289,310118222,68498179,127190777,4826410,208027115,244281548,1877914,94288994,142285841,103229481,78818987,31807441,HH,25310,100463,84477,70078,61836,108639
20201,A,3110024,혜회동주민센터,1283,145,252,165,200,177,344,389070,63313,73277,50827,63937,50264,87452,81548,80181,54119,54291,73245,45685,54695,54981,54585,55102,54504,56824,58379,942968273,46689,688777137,254191136,129379996,127825126,136378406,144368739,150824870,135068761,119122375,456518,21729919,395091435,165470051,318937248,41283102,376126275,404554778,3168231,104622646,141659810,178054387,199449647,153726333,HH,63458,73529,50992,64137,50441,87796
20201,A,3110025,충신시장옆,497,51,71,74,75,101,125,413552,31862,65085,60413,66573,78681,110937,93540,89044,63208,59644,65338,42777,61119,63218,61826,62685,60358,52971,51373,794412958,27262,603078063,191334895,118351868,123828566,108699789,122351708,129846132,113615917,77718978,118091813,21748451,142862252,55826900,286958396,168925146,474166680,199283278,1409151,127492705,145955030,165643989,177501508,55447574,HL,31913,65156,60487,66648,78782,111062
20201,A,3110027,혜화역 1번,2769,292,519,437,423,406,692,539329,60401,133466,96622,78262,67680,102901,135386,95609,64072,74671,104400,65190,73213,74759,77262,75465,76509,81015,81107,85691417,9140,59657478,26033939,8278097,13073447,11164630,14477702,12663602,14130745,11903194,2098927,1840710,32817489,16882632,27721860,4329799,29484337,50868471,700083,32473414,23031188,13683356,8559450,1905314,LL,60693,133985,97059,78685,68086,103593
20201,A,3110028,이화달팽이길,4207,389,848,560,522,800,1088,1967634,217912,319832,279362,288761,329584,532182,548664,425460,245733,229553,284684,233539,282181,282511,285933,282221,279550,274104,281135,445260395,27598,372073876,73186519,59789385,83963559,80044187,72658452,75618293,46781076,26405443,31385066,15924110,186189359,44104622,115707666,51949572,226698006,153185994,602776,74590275,95903797,99346189,82344948,27096021,LH,218301,320680,279922,289283,330384,533270
20201,A,3110029,동대문역 1번,5415,559,834,578,779,1201,1464,2991276,349663,389654,364072,457222,626881,803782,853296,627417,335352,322772,461212,391227,425152,424526,423917,425217,423817,430299,438347,356596415,11359,256960484,99635931,42367446,43469792,52776567,53733221,64613458,71635351,28000580,20742476,1952398,26904576,38630104,172533431,95833430,218595810,128277268,4616928,71453309,60185329,89230693,78798961,42587857,HH,350222,390488,364650,458001,628082,805246
20201,A,3110030,동대문역 3번,151,6,18,16,24,33,54,158695,15107,19067,19723,22136,33915,48747,36658,32196,21012,21037,28173,19619,22538,22975,22810,22610,22684,22761,22319,782880128,21940,505600152,277279976,96157531,64904088,112080060,104324578,128133895,187655252,89624724,48368676,21545390,50024194,79864442,366474837,216602589,481079007,299371454,1843880,187560041,108987037,136309390,260019667,85730446,HH,15113,19085,19739,22160,33948,48801
20201,A,3110031,창신역 1번,407,44,64,36,52,86,125,111417,19122,13940,18040,17094,17084,26140,26215,23535,13803,13536,20300,14029,15456,15187,15373,15195,15241,16997,17967,45179324,180,45179324,0,27267319,529700,16510337,635640,236328,0,0,0,0,448208,10756982,33762254,211880,44633325,236328,0,11294831,317820,32596914,660088,0,HL,19166,14004,18076,17146,17170,26265
20201,A,3110032,수족관거리,28,1,1,6,2,5,13,132998,4003,18542,29325,27666,24138,29323,35525,27404,19687,18645,17735,14004,20154,20877,20718,20515,20143,16719,13871,98927132,2069,84095532,14831600,7210972,15782894,23807199,16920891,20373576,14539555,292045,5060729,43851992,35526285,9494299,4993827,0,48632678,42829001,0,18699890,31655789,23540846,6595001,10970153,HL,4004,18543,29331,27668,24143,29336
20201,A,3110033,창신역 4번,2078,193,258,259,328,397,643,597695,80584,82402,89952,95504,102526,146727,141368,121382,73871,76398,107362,77313,86151,85945,84923,84534,83982,85246,86914,111567219,3998,86615892,24951327,19846975,14409929,20228343,16725041,15405604,17805370,7145957,20810936,0,24568047,331361,25223732,40633143,72168031,33189361,555951,16747192,19731410,23278137,37199852,7844849,HH,80777,82660,90211,95832,102923,147370
20201,A,3110034,창신1동주민센터,336,3,5,10,56,75,187,328818,12443,48525,75710,66474,54209,71456,83942,70351,48858,46950,44866,33850,49479,50398,49987,49717,48826,42756,37654,143926151,2307,120259535,23666616,17552793,31869520,16090427,18101713,36645082,9678644,13987972,0,182973,27478922,14764032,77196357,24303867,72358910,43856289,50475,10009680,19897949,32680237,30014125,23562731,HH,12446,48530,75720,66530,54284,71643
20201,A,3110035,동묘앞역 2번,3700,270,528,468,511,830,1093,1586349,138728,226555,244209,270085,305422,401350,430442,350120,201488,183189,227526,193585,226427,228470,226681,224223,228961,224322,227267,261974495,11820,192145839,69828656,30060181,40949068,34909065,40951253,45276272,39104618,30724038,11501663,10008258,53188865,17247478,97270472,72757759,159651034,86115286,398040,31275330,46520241,59676329,76714027,31182352,HL,138998,227083,244677,270596,306252,402443
20201,A,3110036,동묘앞역 3번,136,7,23,20,19,26,41,348250,17423,55805,60909,60435,64224,89455,63607,72008,59277,62030,57883,33448,50339,50496,50312,51516,50188,48299,47102,52628252,3564,46163840,6464412,8732169,9258108,9231406,7891055,11051102,4942324,1522088,0,2489961,34128036,5265903,10640714,103638,33093202,11540094,0,6414131,9043595,12143315,11936209,5096047,LL,17430,55828,60929,60454,64250,89496
20201,A,3110037,신설동역 12번,1566,131,247,209,199,313,467,930914,127403,134898,136040,132263,168495,231814,249990,193557,108150,107195,150601,121420,131329,131493,131449,131317,131112,134226,139989,101992692,3206,77148776,24843916,16106039,12519194,11584193,15025087,21914263,15015127,9828789,8901215,0,19522928,13613355,40754716,19200478,60619158,37221397,105434,12259825,27852403,26186015,21199728,10237152,HL,127534,135145,136249,132462,168808,232281
20201,A,3110038,경향신문사,14,2,1,2,2,3,4,27550,1630,4169,6564,6652,4637,3899,2311,6476,6147,6077,4918,1621,4552,4930,4644,4861,4512,2188,1864,2160097184,135546,1738463662,421633522,292098241,335070664,363039678,378990175,369264904,231842045,189791477,14510291,156272230,1045417383,278419224,530021550,135456506,836935673,747643099,9672193,274710328,391258709,386639991,345638611,176658945,HH,1632,4170,6566,6654,4640,3903
20201,A,3110039,회현역 1번,89,9,6,8,16,14,36,94349,5686,14108,20038,18496,14834,21188,12031,20433,18061,18216,17920,7688,14928,15792,14582,15002,14427,10096,9524,102141039,5362,94054791,8086248,22154999,20938066,18857008,18383989,13720729,5658741,2427507,6211088,869786,53457474,6383624,23746749,11472318,53400637,33167615,0,9899911,26382437,33922559,12500726,3862620,HH,5695,14114,20046,18512,14848,21224
20201,A,3110040,중구회현체육센터(정화예술대남산캠퍼스),890,87,108,106,133,138,318,197994,11701,28580,43821,40466,30435,42989,23758,44061,38719,39810,36562,15086,31680,33289,31377,31829,30978,20391,18447,332396420,20362,294327309,38069111,67507910,57097336,55225292,52476491,62020280,19545720,18523391,0,17406939,188001790,31594991,83645550,11747150,178593282,77038290,172530,28921363,77255970,58685342,72059551,18536815,HH,11788,28688,43927,40599,30573,43307
20201,A,3110041,남산케이블카,723,88,106,123,112,95,199,288062,31146,45361,60648,50216,41736,58956,59079,62749,46619,45407,46348,27861,42901,43639,43762,44047,42672,36267,34773,2558209967,91530,1678624907,879585060,273148667,327522513,340921746,337327300,399704681,446780196,432804864,0,20901919,802364148,423856376,988726296,322361228,1389441591,802331351,9391609,509705520,703176212,486342969,316204817,166951824,LL,31234,45467,60771,50328,41831,59155
20201,A,3110042,남산골공원옆,1057,102,187,193,149,151,275,167676,12588,35789,29257,30850,26688,32505,25706,34727,30631,30812,30910,14891,26006,27603,26625,27219,25987,18080,16154,217691766,9514,212299528,5392238,58107944,41149448,36870507,39811753,36359876,5392238,0,0,1781768,160532583,18705191,33992129,2680095,74319155,21472645,337702,12067071,18672092,17876833,39917166,6920933,LH,12690,35976,29450,30999,26839,32780
20201,A,3110043,충무초등학교,2132,226,733,336,216,234,387,881593,81949,292083,141339,114238,108753,143229,226406,196731,122584,115091,125157,95624,131800,136018,132393,135136,130788,109153,106303,525107172,27507,483099353,42007819,105702673,95602368,102048585,95334141,84411586,27653540,14354279,51931,17702947,307164882,35382858,154522727,10281827,182919638,89241370,800968,71758721,55076808,52728053,69681892,22114568,HH,82175,292816,141675,114454,108987,143616
20201,A,3110044,관성묘,242,22,53,47,35,32,53,166775,10864,38560,32714,28770,24500,31367,22492,36684,31935,31760,30109,13795,25470,27012,26441,26970,25708,18133,17040,231541662,4556,219313126,12228536,46420755,53406904,39244558,37727766,42513143,11416868,811668,0,341326,114833379,13771213,88931196,13664548,64326900,21453067,0,5246985,16920489,23853538,18532209,21226746,HL,10886,38613,32761,28805,24532,31420
20201,A,3110045,동대문역사문화공원역 5번,943,81,146,125,120,159,312,663643,30163,120986,129573,128230,108128,146562,133863,149437,107835,103140,103159,66207,102662,107194,102901,105398,102020,74369,69099,1316900040,54568,1116630086,200269954,199486880,231640730,209800050,232036599,243665827,128149825,72120129,44716313,36970001,498703022,75959721,381126600,279424383,698954108,319490982,1398308,187621529,286191633,247306419,192871445,103055755,HH,30244,121132,129698,128350,108287,146874
20201,A,3110048,장충동주민센터,2539,301,445,394,371,397,631,862672,72553,161244,162693,143452,133125,189608,186518,188144,124573,123089,144685,95665,125945,129212,128159,128874,125365,111116,114002,228571804,3296,169107284,59464520,25006798,24290640,35303024,63814578,20692244,28252984,31211536,0,0,50973363,50063775,112606899,14927767,78413333,60109157,0,11546566,18667047,33367733,43386206,31554939,HH,72854,161689,163087,143823,133522,190239
20201,A,3110049,장충단 고개,1952,257,375,359,296,279,386,849686,95653,154332,160072,139507,123255,176866,161456,171200,125701,127569,163339,100423,125148,129040,127469,127994,126607,107873,105555,985649516,52260,720825888,264823628,119827722,148967878,133594219,136806777,181629292,159689909,105133719,60211885,21883120,209672552,115630297,375400362,202851300,491214275,381531000,6911902,204009353,245761666,185600150,142668816,87793390,LH,95910,154707,160431,139803,123534,177252
20201,A,3110050,약수역 7번,827,91,134,113,121,118,250,445584,49408,59140,69023,72335,65916,129761,101358,91075,57661,58493,81130,55867,62342,62569,63292,63154,63416,65251,65559,633291543,31193,484693300,148598243,88829902,91040850,102081787,98220102,104520659,60419815,88178428,21201388,23006926,169068653,80667095,255758852,83588629,364689297,196317104,3802046,59193274,109025578,112232667,150202165,126550670,LH,49499,59274,69136,72456,66034,130011
20201,A,3110051,한양공고앞 교차로,1224,86,172,164,144,251,407,824869,67558,140297,148837,126231,160081,181868,188277,161338,105396,109329,154255,106275,117282,120445,122356,119950,121363,113351,110122,118078475,3460,94847820,23230655,10866292,25637102,19676754,17411504,21256168,22440829,789826,2220484,417265,48232654,12920045,42980218,11307809,57295283,52441006,129003,3752673,15463556,15423990,26521599,48445468,LH,67644,140469,149001,126375,160332,182275
20201,A,3110052,장충초등학교,1789,211,309,248,246,323,452,690095,83287,114864,114652,109583,108777,158931,167096,146275,89731,87236,115191,84566,100352,102191,102055,101835,101000,92336,90327,913889719,36278,751417653,162472066,140404007,123842636,154659833,184508837,148002340,98498907,63973159,11301131,12148869,340038992,48418969,336498544,165483214,519098890,254935652,2311404,119014998,157213054,199891509,151849461,143754120,HH,83498,115173,114900,109829,109100,159383
20201,A,3110053,청구역 1번,2691,222,430,392,421,522,704,1238284,133745,187255,200484,195114,239869,281817,319904,260140,154309,151396,201404,151130,177800,181645,178942,179240,177796,172425,170439,348373743,10910,249115095,99258648,39116108,48050178,50518266,49662576,61767967,58200861,41057787,43989793,786236,31914311,15734809,139593800,116354794,203853052,112592754,2125433,56858843,54907678,81357352,81393842,39802658,HL,133967,187685,200876,195535,240391,282521
20201,A,3110054,청구역 3번,1959,220,399,402,284,260,394,1050933,136518,156450,170970,162397,158654,265945,234076,213046,139225,139237,192609,132741,151538,153017,153103,153434,150705,144896,144241,1286482949,45817,911318504,375164445,184746556,149901941,170610456,197229154,208830397,208783584,166380861,161523395,61366327,213278683,108382999,453843660,288087885,694321113,478153262,8235519,309751822,346926208,258551264,185820136,63189424,LL,136738,156849,171372,162681,158914,266339
20201,A,3110055,황학동벼룩시장,293,7,81,70,27,40,68,543280,29838,75912,132856,88331,82436,133908,136988,112862,74114,75970,81352,61993,78431,77330,77389,77317,77052,78841,76920,157761203,4591,92104647,65656556,14559517,14911922,18120341,18325045,26187822,30288292,35368264,26653851,7383233,12505068,30531626,56424096,24263329,104550640,43969783,209496,23482971,30929496,28170401,41710417,24017641,HH,29845,75993,132926,88358,82476,133976
20201,A,3110056,신당역 3번,4930,485,765,644,731,963,1342,2346561,299519,313550,344225,384050,405127,600090,524217,471460,309117,316279,434127,291362,332011,336920,336505,334793,334749,336848,334733,444167098,24057,331814216,112352882,60864664,66852158,61207067,66758091,76132236,78576931,33775951,17057068,15051860,90900369,45269384,169045376,106843041,242694113,160357144,2403898,68510039,84316556,95972829,97987609,53860326,LL,300004,314315,344869,384781,406090,601432
20201,A,3110057,황학코아루아파트,1585,101,510,398,201,185,190,779330,85646,150994,166067,116906,111874,147842,201992,165271,98238,92764,124535,96531,112833,114215,113687,113331,113029,108496,103738,604991262,21268,418058530,186932732,72914786,80893095,70491961,99715640,94043048,110722100,76210632,86299699,29879914,72794303,67788522,212950465,135278359,346358426,222403666,2334524,72675235,142627610,120547463,154490108,76087157,LH,85747,151504,166465,117107,112059,148032
20201,A,3110058,성심여자고등학교,3803,482,558,523,595,618,1027,1503117,193340,197383,247124,266941,216868,381463,392493,327937,195208,184672,227870,174937,217661,220364,217662,216726,214251,206153,210297,605379721,32104,489976678,115403043,105537011,95954978,83089340,93862380,111532969,61319912,54083131,9976521,12459760,277097036,68194457,184671839,52980108,308401719,161411274,1319688,61043391,94994640,116827169,110453786,85174316,HH,193822,197941,247647,267536,217486,382490
20201,A,3110059,새남터성지,1815,170,189,220,277,318,641,728722,101271,74311,118838,112073,97092,225137,236747,154018,72241,69894,97844,97977,105424,105156,105561,105306,106099,101042,100135,153389644,12301,105509003,47880641,17599891,22999117,21673408,18323379,24913208,20726176,27154465,9730713,737972,45710357,31897674,44183960,21128968,82523716,66167188,926511,23052932,35668777,27943347,34909886,26189451,HH,101441,74500,119058,112350,97410,225778
20201,A,3110060,효창공원앞역 6번,3497,432,566,631,540,525,803,1133346,170048,153796,188835,178289,159477,282900,288167,224327,135290,140372,200040,145150,159559,157584,156661,158355,159461,170698,171028,374961865,19365,253698804,121263061,34137614,48255087,61033939,56076117,54196047,67462542,53800519,2121929,5273260,91405637,53994908,165123250,57042881,159250751,153453312,2413120,49586224,60267791,64930570,80248652,55257704,LH,170480,154362,189466,178829,160002,283703
20201,A,3110061,효창동주민센터,4107,549,643,657,623,628,1007,1429068,248626,196276,247412,223020,204609,309126,383935,300441,162633,158201,232434,191424,203548,200649,202219,200830,201188,207948,212686,258395541,7596,195939550,62455991,34522157,38170362,42012631,44063301,37171099,30492225,31963766,5439958,0,60877474,22816421,124192033,45069655,125481773,84052222,519306,29808477,54291343,56467171,46625111,21822588,LH,249175,196919,248069,223643,205237,310133
20201,A,3110062,한강로동땡땡거리(은행나무길),1339,105,138,181,181,230,504,814621,86426,126205,162008,148203,110173,181605,176905,175930,112730,115298,142408,91350,119678,120096,121369,119949,119752,107536,106243,2509509659,79367,2098771158,410738501,400245292,409975373,401869426,456760681,429920386,213672989,197065512,18759989,28184057,922120087,171892937,978268880,390283709,899824199,488115241,1396676,255163286,409892755,336297049,217659041,167530641,HH,86531,126343,162189,148384,110403,182109
20201,A,3110063,효창공원앞역 5번,2848,266,484,601,369,412,716,885094,84088,132022,185428,146997,126038,210522,237830,180978,108656,107193,138663,111774,127742,130049,127955,131262,128883,121212,117990,2082134930,47317,1545567675,536567255,275469769,254232255,341255318,346745802,327864531,312654022,223913233,259693898,75947085,200651144,89260023,822192175,634390605,1101759224,483088507,2629514,187944781,382173178,431537334,365491077,215071844,HH,84354,132506,186029,147366,126450,211238
20201,A,3110064,효창공원앞역 2번,2948,435,579,536,455,403,540,1363725,229421,227647,251503,212276,176613,266265,354691,284389,159887,159136,225329,180293,195018,198047,197715,196533,193901,189423,193088,571463443,51417,438956914,132506529,83540975,92494378,86286774,90419254,86215533,71627081,60879448,152683,50720284,220334733,113039219,169924453,17292071,239664238,262536649,1284498,115558730,135095971,105916500,77271481,67073705,HH,229856,228226,252039,212731,177016,266805
20201,A,3110066,서울역 15번,2710,260,386,407,408,516,733,1677451,195128,258869,315648,296566,279195,332043,435051,353291,216064,208326,263745,200975,243941,246650,244648,243555,244280,228606,225771,1239263254,52319,1003215050,236048204,210580966,189690728,186373556,202975348,213594452,151890442,84157762,44933290,65617862,467602867,124263831,403866021,132979383,646253156,341356228,2084041,154960427,223713155,225691872,258299885,122860010,LH,195388,259255,316055,296974,279711,332776
20201,A,3110067,배문고등학교,7853,903,1490,1253,1174,1339,1694,2428575,342711,436954,409287,384269,368064,487290,727376,534674,263983,247320,340844,314378,347963,345659,344637,342281,342783,343579,361674,355212345,18539,254311166,100901179,38095749,59194772,48713769,50947402,57359474,52712040,48189139,9378459,11864968,109340057,46432413,137480616,40715832,182602026,116406799,1576746,52062994,69787393,70677316,59888530,45015843,HH,343614,438444,410540,385443,369403,488984
20201,A,3110068,남영역 1번,3303,304,601,693,481,438,786,1761487,217245,331608,399867,304871,216680,291216,432882,375774,232821,226084,284596,209329,257559,261625,260359,262159,256393,231887,231503,2172301253,130497,1821065071,351236182,289301532,355920440,362057114,372603979,441182006,223908237,127327945,28604515,78063414,823859361,308426804,628961876,304385283,1082151692,769322910,2824879,286117874,490582636,491483688,366345374,214120151,HH,217549,332209,400560,305352,217118,292002
