기준_년분기_코드,상권_구분_코드,상권_코드,상권_코드_명,총_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,총_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,상권_변화_지표,연령대_10_총_인구_수,연령대_20_총_인구_수,연령대_30_총_인구_수,연령대_40_총_인구_수,연령대_50_총_인구_수,연령대_60_이상_총_인구_수
20231,A,3110001,이북5도청사,1011,116,130,122,119,171,353,165477,30530,17357,18021,24478,26358,48732,41816,34996,18908,20040,28030,21687,23237,23162,23083,22994,22721,24868,25411,542458460,21334,314119821,228338639,48128082,51958761,69102481,66908113,78022384,110741760,117596879,2190340,46389358,196836599,110076848,161801872,25163443,288106372,180797472,1184846,15622202,44819929,84915346,147172835,175188691,HH,30646,17487,18143,24597,26529,49085
20231,A,3110002,독립문역 1번,663,52,60,53,79,111,308,560130,101939,68041,71259,80137,84568,154184,117892,119832,76306,78830,100857,66410,80383,81347,81870,80913,81082,78748,75785,452192952,18282,364090632,88102320,71085782,75089380,66002742,81986813,69925915,57512504,30589816,3947078,9384606,229573635,70815367,123567105,14905161,235319904,180448069,0,20222807,54943087,90368596,98742654,151490829,HH,101991,68101,71312,80216,84679,154492
20231,A,3110003,세검정초등학교,2926,331,413,381,381,533,887,543590,111194,60841,53409,87129,86842,144175,185602,115352,51453,48959,70433,71791,77533,77113,77744,76601,77264,78551,78783,588793789,16260,463760125,125033664,63882429,60154544,86030141,104518963,149174048,80549506,44484158,104770034,1014293,131442030,53425938,157613268,140528226,368171500,160416210,3954923,52291852,90442691,95300640,175350992,111246621,HH,111525,61254,53790,87510,87375,145062
20231,A,3110004,대신고등학교,529,51,55,57,78,94,194,642485,117797,78201,88409,102874,97815,157389,125860,131581,88539,91948,124734,79821,90768,91379,93847,91946,92386,92667,89490,378624876,7044,243138286,135486590,34424123,24669011,56817942,57868602,69358608,67164757,68321833,0,9802857,115325209,57124177,170958964,25413669,189597158,111101164,0,15396368,38894321,53669824,91277019,101460791,HH,117848,78256,88466,102952,97909,157583
20231,A,3110005,세검정,2153,243,308,267,285,410,640,114445,21560,10356,12408,18312,19951,31858,31891,23936,12606,12328,17797,15889,16185,16435,16471,16332,16460,16135,16426,270013261,8435,180506280,89506981,12041749,33989539,43145692,41259552,50069748,53416467,36090514,1559181,5527688,95567978,51505678,100812368,15040368,123336509,106847264,631512,18623512,25834235,42953383,58088408,84052723,HH,21803,10664,12675,18597,20361,32498
20231,A,3110006,부암동주민센터,671,46,68,70,66,127,294,8336,957,687,796,1121,1081,3695,1925,1923,927,1062,1378,1121,1169,1194,1241,1168,1101,1217,1246,78430495,4507,53055651,25374844,2829177,7513587,7106461,28635129,6971297,11726014,13648830,0,76302,9789573,40860378,20548185,7156057,22539976,52515236,309789,11107667,37764437,8235938,10917592,6719789,LH,1003,755,866,1187,1208,3989
20231,A,3110007,사직공원(한국사회과학도서관),2073,256,225,309,330,332,621,905738,191626,105487,116314,156882,134670,200759,273773,194329,93805,88458,132392,122984,126640,126253,128840,125793,125341,133692,139181,39000000,661,29743857,9256143,864978,8554444,3504899,5483398,11336138,7646553,1609590,1389065,418680,8575247,764557,9656588,18195863,16145346,11761757,0,5020364,10586952,5277876,4397590,2624322,LH,191882,105712,116623,157212,135002,201380
20231,A,3110008,배화여자대학교(박노수미술관),5038,621,598,669,863,875,1412,1277779,237065,166213,192380,225446,191834,264842,334313,260415,163638,153351,205272,160789,180650,181955,182129,182856,181907,185146,183135,4454621914,239424,2807421036,1647200878,430885571,543481349,625430611,541781832,665841673,923423600,723777278,58374946,144534241,1345165327,1297785704,1299843670,308918026,1627030550,2522298477,24780404,1148522951,1307801527,635102867,662986320,370134944,LL,237686,166811,193049,226309,192709,266254
20231,A,3110009,자하문터널,1622,159,207,221,257,302,476,167144,22634,20075,22528,30530,27118,44258,49426,33190,18215,17958,25288,23069,23099,23380,24011,23752,23293,24842,24767,760404320,17975,432541814,327862506,31035157,79537657,108766364,94116272,119086364,173718797,154143709,37970167,338800,189085276,184371183,294118311,54520583,301394240,334913920,2648567,66874307,158133842,175748122,157892265,75011058,LL,22793,20282,22749,30787,27420,44734
20231,A,3110010,평창동서측,3015,295,368,395,409,517,1031,133922,22809,12025,14099,20620,24773,39596,41654,29280,13616,12983,18717,17673,19209,19069,18607,18647,18285,19771,20336,884051687,47587,682589937,201461750,28047847,84193995,125931753,220245582,224170760,199125422,2336328,0,67571088,354442617,246839533,208797911,6400538,287133121,526844387,40380316,66045450,218896208,244593987,198743879,45317668,LH,23104,12393,14494,21029,25290,40627
20231,A,3110012,성곡미술관,1916,262,212,252,312,358,520,615093,59476,81110,123250,128325,101798,121134,120332,133604,100202,97303,102982,60671,91462,94147,94180,95553,93189,73603,72957,3984200967,84822,3360797540,623403427,473082822,637574740,727027339,788365709,734746930,411103963,212299464,857032,46128314,1669205317,368694347,1237462675,661853282,1185399913,1200188955,5340957,356366309,718632485,515631413,467385139,322232555,HH,59738,81322,123502,128637,102156,121654
20231,A,3110014,경복고등학교,916,87,122,82,125,165,335,60753,13365,7885,7423,10257,8626,13198,8978,14534,10907,10558,10599,5178,8726,8526,8808,8741,8964,8633,8353,388381090,11132,256755184,131625906,31705905,48762680,55832572,56805100,63648927,54928454,76697452,0,12719369,226809994,58963425,82978241,6910061,183004006,127799233,821914,10692296,50783497,62244852,96035705,90224976,LH,13452,8007,7505,10382,8791,13533
20231,A,3110015,청와대사랑채,672,89,83,94,112,120,174,72081,8495,10564,12750,14439,10924,14910,8427,15128,13794,14279,13943,6510,10274,10086,10789,10628,10633,10232,9442,243648710,22388,161910247,81738463,35069840,30561955,29389827,31567510,35321115,42034394,39704069,0,8287732,89305673,93279033,52776272,0,60382049,172696895,596970,94659222,85782314,29121112,16615330,6303999,HL,8584,10647,12844,14551,11044,15084
20231,A,3110016,평창동동측,1988,217,199,253,247,295,777,39448,6858,4866,4442,5785,6805,10694,9384,8711,5819,5485,5913,4138,5683,5675,5771,5495,5238,5682,5904,203449132,6438,132971171,70477961,29001813,26199686,25348352,22420419,30000901,32882445,37595516,0,620527,94252638,57496686,50467402,611879,84590023,77640701,234583,8700636,24761505,35724202,45032564,47777229,HH,7075,5065,4695,6032,7100,11471
20231,A,3110018,중앙고등학교,2897,278,340,383,489,520,887,471185,73186,61618,77604,86399,80679,91698,104295,101433,72754,74231,69691,48782,68627,70705,70523,71281,69570,61506,58973,1152087174,51340,764759066,387328108,120823487,145454344,159504954,165811154,173165127,215197221,172130887,0,16938842,441860673,312594431,357886652,22806576,406586859,553515979,2286754,235885371,292852268,165703297,178359833,85015316,LH,73464,61958,77987,86888,81199,92585
20231,A,3110019,창덕궁,271,11,16,30,37,45,132,587124,31778,109520,109480,114743,107507,114096,62021,115209,120147,128064,116886,44796,88190,91678,92449,95258,94181,70120,55249,526223000,70948,421990493,104232507,67830668,82975999,92207380,79718669,99257777,64035206,40197301,0,82277179,192598642,161826990,67318674,22201515,226725662,226617049,247860,86313802,148229242,86302257,95946602,36302945,HH,31789,109536,109510,114780,107552,114228
20231,A,3110020,서울국제고등학교,4097,312,589,953,537,556,1150,1856468,287057,807176,161154,167603,184534,248945,571605,400486,205560,186371,252697,239750,270293,272811,267303,265460,256814,258857,264931,749505297,45460,588164045,161341252,99493428,124074293,115724813,123655448,125216063,82203718,79137534,2407458,14788835,307510756,83102963,267068283,74627002,393073772,274882321,6950776,220333083,88223709,99469636,160789122,92189767,HL,287369,807765,162107,168140,185090,250095
20231,A,3110021,성균관대학교,1851,129,316,522,230,207,447,1443781,217074,593834,159974,155575,149504,167821,315947,275843,189030,198196,276003,188761,201070,206476,202368,203386,202650,218236,209596,1612764581,78882,1094832427,517932154,169220147,207766324,206250587,236961061,274634308,319716353,198215801,65542485,21018882,424587934,291842588,577126088,232646604,821620685,691640813,30396198,577964378,333234581,246947629,230800045,93918656,HL,217203,594150,160496,155805,149711,168268
20231,A,3110022,경신고등학교,1513,187,235,281,254,224,332,541683,112285,113527,61158,78526,73265,102923,150378,119865,63244,60675,80196,67328,76844,78331,77550,78852,76878,75662,77569,337436315,15191,308361218,29075097,53108368,58373469,63137175,58791366,74950840,20036891,9038206,0,11078914,216854146,38214151,64456216,6832888,124919079,124511498,296858,17552320,33816119,53740012,72691484,71333785,HH,112472,113762,61439,78780,73489,103255
20231,A,3110023,서울대병원,681,47,60,233,106,76,159,365909,27970,83726,71791,63030,53040,66352,46767,81186,65762,68269,69334,34589,53300,55959,56394,57049,55529,45401,42277,1370787416,154706,1208035854,162751562,238152167,246007359,229238643,255219293,239418392,94985529,67766033,2400472,152808628,732095549,221293485,240124668,22064614,530382826,592121679,2966623,204431116,316088109,245809630,224154139,129054890,HH,28017,83786,72024,63136,53116,66511
20231,A,3110024,혜회동주민센터,980,100,170,194,138,144,234,324535,57955,65548,39889,49875,45885,65384,68475,67009,45779,45395,59738,38138,45900,46324,46095,46521,46499,46321,46875,1323560272,48263,931987838,391572434,175518396,182934965,187900822,195658872,189974783,196111109,195461325,983668,24532701,614626372,250435006,409860362,23122163,546388086,541522190,2465592,117650899,157613769,194451899,294937614,320790505,HH,58055,65718,40083,50013,46029,65618
20231,A,3110025,충신시장옆,523,32,51,96,78,86,180,290561,16898,47278,46323,45991,60938,73133,57597,61011,48241,47425,48472,27816,42690,44247,44325,45293,44367,36884,32757,525501455,18304,423782073,101719382,62195033,78193715,78299073,93167921,111926331,66236059,35483323,54948254,28690694,167964195,39992639,170720008,63185665,287573072,105462424,0,21124627,77637892,105010802,116093666,73168512,HL,16930,47329,46419,46069,61024,73313
20231,A,3110027,혜화역 1번,2999,262,347,594,470,455,871,367406,35187,104848,69216,51891,48754,57511,69209,56367,48759,63219,87859,41995,45433,48625,51076,49748,51029,63067,58428,333750675,27708,238768780,94981895,30884929,43991661,49687948,56459906,57744336,57296506,37685389,2373076,4250556,131019018,74018493,108638139,13451393,107571701,183405691,1971031,96639424,93853094,45289869,41516043,11707927,LL,35449,105195,69810,52361,49209,58382
20231,A,3110028,이화달팽이길,4475,254,679,787,518,817,1420,2683301,244989,434919,400207,367036,505564,730586,740335,582747,333831,312944,391449,321996,386975,386604,387567,382688,377614,372154,389699,602346853,34711,478502751,123844102,89957249,95316596,90745489,98358753,104124664,71029496,52814606,23440837,18849672,254970986,74032370,153009755,78043233,267332170,232053903,1019286,88276202,128749814,116752183,104602527,59986060,HH,245243,435598,400994,367554,506381,732006
20231,A,3110029,동대문역 1번,6133,458,788,794,763,1261,2069,3381636,307494,507235,412010,447461,721539,985895,955097,712910,378616,368949,532715,433351,478049,475241,477875,475731,472851,492596,509292,715801904,25873,508497076,207304828,73412607,94469147,103512386,114849265,122253671,143546389,63758439,28706291,3045816,76053344,74812932,296360737,236822784,414027612,277938447,3071850,110171643,135855867,115853680,182817893,144195128,HH,307952,508023,412804,448224,722800,987964
20231,A,3110030,동대문역 3번,239,14,21,40,25,52,87,146777,8743,23171,17505,17929,31328,48101,30456,29773,20157,20685,27213,18492,20892,20959,21045,21078,21320,21117,20367,1190097292,32425,716048429,474048863,169420250,63143367,146680318,132544118,204260376,294900790,179148073,17403247,20713940,112043880,171893720,618169850,249872655,700106495,469819107,3084471,117393726,194804382,198612482,397178350,258852191,HH,8757,23192,17545,17954,31380,48188
20231,A,3110032,수족관거리,32,1,2,4,5,8,12,118488,4524,15403,22938,25787,23135,26699,32122,25866,17524,15813,14782,12380,17991,18649,18083,18841,17916,13408,13601,269999861,1926,262605013,7394848,10084172,15726807,12202839,115605575,108985620,2662632,4732216,2493026,9324674,136707627,113634450,6457555,1382529,34125415,25239322,0,5853634,11620786,15424564,10039074,16426677,HH,4525,15405,22942,25792,23143,26711
20231,A,3110033,창신역 4번,2222,182,228,304,323,411,774,694403,77363,92098,101861,103936,132299,186846,151517,140294,88517,92214,132543,89319,100246,100007,99132,99741,98649,98378,98250,94726010,2411,80419107,14306903,20380784,18896170,5555122,19445904,16141127,10144795,4162108,13887711,0,34773537,15123524,15320485,15620753,40593331,17237316,0,1429549,9421653,11231827,23451933,12295685,HH,77545,92326,102165,104259,132710,187620
20231,A,3110034,창신1동주민센터,330,1,2,6,27,60,234,329650,17988,46373,68771,70752,57587,68178,83597,72624,48920,45586,44491,34430,48949,50428,49253,51019,49082,40481,40438,116765233,1457,87603345,29161888,17656439,9962932,21282845,20258709,18442420,25444224,3717664,0,137984,22381002,14813273,72625115,6807859,56810647,24350555,0,1441496,10367111,32790472,20494215,16067909,HH,17989,46375,68777,70779,57647,68412
20231,A,3110035,동묘앞역 2번,3851,241,391,543,511,758,1407,1382387,100565,193459,208796,221295,270734,387536,405724,298717,154384,143860,192933,186768,195268,193552,194229,192562,196170,203539,207067,572674522,41625,419957225,152717297,88716664,72197965,75133362,80989956,102919278,95428633,57288664,38549203,21484945,133618596,75747102,205291277,97983399,322177488,230902761,4859336,76916129,92198829,97081425,143351248,138673281,HL,100806,193850,209339,221806,271492,388943
20231,A,3110036,동묘앞역 3번,162,3,10,38,22,28,61,345836,17183,74500,60481,53214,56880,83580,72245,71513,57282,58007,52273,34516,47802,47999,48887,48790,49349,51342,51667,152503362,23368,116066802,36436560,20343744,25909093,24244867,22190574,23378524,18302775,18133785,6214114,12223231,82291643,31365318,20136242,272814,92151349,40729689,237973,14600373,23150560,30906271,28192422,35793440,LL,17186,74510,60519,53236,56908,83641
20231,A,3110037,신설동역 12번,1645,128,159,233,243,281,601,884421,124083,108634,128153,129747,158300,235504,243834,179441,100440,100025,143648,117035,125097,126027,123035,123637,124133,128470,134022,105066890,1580,83163475,21903415,23471045,11179902,18975602,8337616,21199310,12506409,9397006,168039,0,43491026,14176187,31089685,16141953,69232153,29136521,0,5264416,8809878,28643350,16316853,39334180,HH,124211,108793,128386,129990,158581,236105
20231,A,3110038,경향신문사,15,2,0,3,2,2,6,27092,2922,3801,6055,6478,4509,3328,2214,6570,6270,6106,4512,1422,4381,4614,4625,4823,4531,2277,1841,2509703937,226752,2116370726,393333211,382140765,424009395,431632391,464216717,414371458,194079383,199253828,18365,244465534,1453522593,312984581,445025961,53686903,1008760933,912257382,13961637,180722410,484972836,532081435,428462897,280817100,HH,2924,3801,6058,6480,4511,3334
20231,A,3110039,회현역 1번,92,8,10,5,13,16,40,86703,6750,11645,16629,17900,14191,19588,15006,19391,14321,14121,15201,8666,13077,13454,13351,13545,13400,9845,10029,181460622,9079,173122361,8338261,34968199,32152975,35230148,41260918,29510121,8338261,0,2744372,6620436,105864097,8076071,29817778,28337868,108115051,45544251,107412,15110373,38100812,65283015,27205292,7852401,LH,6758,11655,16634,17913,14207,19628
20231,A,3110040,중구회현체육센터(정화예술대남산캠퍼스),1084,73,92,141,163,157,458,168877,17385,19990,31981,35969,26663,36889,26142,38219,29781,30320,29156,15255,25274,25975,25920,26069,25794,20037,19808,798011644,59865,764466145,33545499,139841233,150037673,172937692,169460903,132188644,23727894,9817605,976797,108739992,437534809,97433085,129937910,23389051,348974940,262232581,2622651,53160664,169072893,192037142,113291487,81022686,HH,17458,20082,32122,36132,26820,37347
20231,A,3110041,남산케이블카,765,81,61,132,126,125,240,313208,50639,54804,52915,53924,45852,55076,59220,69991,56472,51027,48236,28264,46806,47036,46256,47160,46619,41019,38312,3661659695,116902,2538624489,1123035206,408421817,549552651,520759335,540536711,519353975,640803974,482231232,0,118081939,1277223533,492456435,1328832730,445065058,1830050035,1100730643,25121339,352057137,776799159,762419303,622399936,391983805,LL,50720,54865,53047,54050,45977,55316
20231,A,3110042,남산골공원옆,934,81,73,175,140,141,324,187817,14158,44847,32850,31512,31150,33301,28836,38884,35021,34628,33756,16693,29082,30291,29902,31328,29557,19899,17758,359548165,12556,347230530,12317635,79193256,67202008,54459307,91748503,54627456,11164654,1152981,0,3113193,249871416,14784246,59445265,32334045,126309907,72565877,48855,28811021,47696691,31415494,57430062,33473660,LH,14239,44920,33025,31652,31291,33625
20231,A,3110043,충무초등학교,2059,161,339,622,262,241,434,766110,79293,271585,121096,100629,95778,97728,188928,168554,110303,102386,112561,83379,114890,118123,114902,118453,112931,96283,90528,639450798,41759,591782377,47668421,108248133,124037380,117153469,128306123,114037272,29748065,17920356,0,40715649,389471493,82481833,113235232,13546591,249449681,146989450,7189333,88306577,84266517,70774994,73690204,72211506,HH,79454,271924,121718,100891,96019,98162
20231,A,3110044,관성묘,259,23,29,54,46,37,70,188499,13748,51567,35085,30370,26892,30838,32511,41156,33230,32706,32048,16847,28058,29113,28996,29336,28989,22373,21634,372198053,6166,336377836,35820217,67171286,64340330,52415326,83182802,69268092,24795768,11024449,0,94265,146745285,27358956,163225112,34774435,109113538,50587903,377061,9884896,27337323,28621313,56471529,37009319,HL,13771,51596,35139,30416,26929,30908
20231,A,3110045,동대문역사문화공원역 5번,999,67,89,170,130,141,402,662564,38174,140420,127896,117554,101748,136775,164002,147010,94016,88078,96066,73394,98725,100526,99132,102358,98636,81963,81226,2046141816,77622,1737090219,309051597,300240254,388100401,303265327,374347617,371136620,161866927,147184670,67149172,61537519,870813973,166380115,592197231,288063806,1032503349,576286690,4108888,280457138,421331896,332489531,338979507,231423072,HH,38241,140509,128066,117684,101889,137177
20231,A,3110048,장충동주민센터,2658,257,291,498,419,425,768,889308,73923,173174,171194,144981,141671,184364,186794,194645,131265,129536,149373,97695,130137,132897,132766,133697,131899,113847,114064,217425651,3320,138066639,79359012,26882307,30436443,19141353,28158476,33448060,39469061,39889951,6198868,0,68650702,20316322,85827320,36432439,93987755,71511809,0,11976847,25880862,28924529,53435299,45282028,LH,74180,173465,171692,145400,142096,185132
20231,A,3110049,장충단 고개,2063,231,231,436,360,306,499,763781,95679,137809,156105,129466,110757,133965,142720,152191,115757,117374,148701,87038,113163,114349,115390,116777,117260,95750,91093,2421451021,58865,1727125782,694325239,300348766,377763260,312401493,355976692,380635571,376370831,317954408,15457967,20920327,374141965,375641296,1144601351,490688115,1130624540,901242519,4949928,408813938,700308494,433427992,308579961,175786744,LH,95910,138040,156541,129826,111063,134464
20231,A,3110050,약수역 7번,850,62,93,150,117,137,291,449109,54945,61327,78360,69194,65862,119421,92754,88167,59781,64143,88464,55800,63083,63428,64182,63511,64742,65186,64975,989579788,52296,766064944,223514844,138613237,134203315,165784058,154896145,172568189,88924118,134590726,36651584,44536255,308816567,150009787,347590068,101975527,580271919,307643129,1372225,70523104,180845469,183304113,209193302,242676836,LH,55007,61420,78510,69311,65999,119712
20231,A,3110051,한양공고앞 교차로,1236,88,117,178,159,231,463,969364,76348,200382,182318,141139,157050,212126,234667,197883,122434,121413,170759,122208,139189,142236,142481,142579,142786,131805,128288,265674811,6832,232079207,33595604,38486492,35443360,47498232,56680498,53970625,30195812,3399792,3673393,1012174,94276536,11336416,92169066,63207226,155706789,78861077,44179,18391811,60099919,71334706,46084687,38612562,LH,76436,200499,182496,141298,157281,212589
20231,A,3110052,장충초등학교,1915,172,226,305,259,353,600,642105,80800,99108,111592,101949,105380,143276,153891,138395,82779,80832,107756,78452,93713,94283,95153,96170,95874,85083,81830,1533965185,49711,1211619661,322345524,229628844,264747458,232584044,218177768,266481547,228795748,93549776,23989527,38026947,470844600,108465341,604355918,288282852,853610310,438711838,415953,154841534,354818370,254010823,283717945,244517520,HH,80972,99334,111897,102208,105733,143876
20231,A,3110053,청구역 1번,2726,207,340,481,374,516,808,798065,57019,138027,130724,124668,154694,192933,182769,163687,108209,107950,139916,95532,114445,114786,115451,116708,116174,112988,107514,643099837,25217,507406940,135692897,104344650,92620268,92864484,100942377,116635161,85254862,50438035,9582147,29973896,148832146,55007132,249288674,150415842,354655199,203783633,1112766,52036435,98654519,127601963,181982540,97050611,HH,57226,138367,131205,125042,155210,193741
20231,A,3110054,청구역 3번,1969,151,222,482,313,321,480,1087043,191551,153018,192874,158349,159100,232154,273642,221468,136439,134646,185157,135694,156034,156014,157733,157102,156236,151721,152204,1260915797,54647,964932916,295982881,159458449,177195456,192135980,203977790,232165241,162480461,133502420,49550054,38290616,304598672,130099450,524353768,214023237,604096629,430483219,2666575,170350936,297808590,228437718,193917840,141398189,LL,191702,153240,193356,158662,159421,232634
20231,A,3110055,황학동벼룩시장,198,4,17,32,24,34,87,502770,50947,70229,116320,92547,67439,105289,142849,106295,62362,61502,69391,60371,70413,70907,70895,71435,70985,74460,73675,179291557,5143,101940345,77351212,11745210,22321136,21671366,17412719,28789914,37021415,40329797,30015825,1806958,25821836,35388068,50297168,35961702,122039568,44895433,0,13976061,31217717,28981083,48082824,44677317,HH,50951,70246,116352,92571,67473,105376
20231,A,3110056,신당역 3번,5434,437,597,785,766,1067,1782,1795298,228851,244713,284346,281459,308129,447799,422918,356065,223901,230689,327567,234159,252524,253145,258225,256640,258701,257824,258239,2045991386,49289,1402614641,643376745,152083710,295000523,275133171,307050337,373346900,379612532,263764213,49777100,22963718,294050444,191884034,1052507089,434809001,1019695963,853647657,6689452,319503283,557089424,323984223,349719680,316357563,LL,229288,245310,285131,282225,309196,449581
20231,A,3110057,황학코아루아파트,1371,85,126,501,250,184,225,738118,92229,140315,158087,108180,103485,135820,191721,155511,91667,88732,119615,90873,103966,105627,106704,106316,108846,104522,102136,1582134734,34972,1062945258,519189476,182247010,189164568,207142556,190154453,294236671,278867814,240321662,116233022,70892284,196430806,126427420,730419687,341731515,911315025,517004406,1413726,257743872,447882827,247904996,246964447,226409560,HH,92314,140441,158588,108430,103669,136045
20231,A,3110058,성심여자고등학교,4022,398,443,557,618,665,1341,1509069,197713,209051,283340,248520,219892,350553,386680,327733,197441,188015,232179,177021,216986,216818,219162,218250,216007,208532,213315,739974276,37476,618811585,121162691,116548482,115357351,137558856,128193977,121152919,67553167,53609524,7046321,32462837,358020989,100556548,162174386,79713195,339222201,218260930,2252532,56881062,106462956,122916674,150396470,118573435,HH,198111,209494,283897,249138,220557,351894
20231,A,3110059,새남터성지,1903,151,157,218,251,332,794,560428,82481,56045,93470,90292,79488,158652,171162,118128,56534,58074,80574,75957,79344,80164,80183,80293,79817,79948,80678,190940729,12345,149856005,41084724,27981910,25102814,36395738,29516064,30859479,23368240,17716484,5244911,2128259,84619244,36403229,48365080,14180006,93205343,63439035,427029,17366318,31063249,37624340,36519008,33644433,HH,82632,56202,93688,90543,79820,159446
20231,A,3110060,효창공원앞역 6번,3473,420,315,565,647,511,1015,619096,75793,82704,106430,100479,103379,150311,150690,118259,77602,84415,113247,74882,85945,86535,85901,86303,87203,94681,92528,365533357,13832,263612872,101920485,50317751,53745042,57558995,43506125,58484959,54527153,47393332,1170473,7260932,86211398,66227617,160810940,43851997,166666662,136562906,1552799,33311306,57604375,66398540,64021339,80341207,LH,76213,83019,106995,101126,103890,151326
20231,A,3110061,효창동주민센터,3737,407,457,623,568,614,1068,1338929,187287,177973,250031,219548,193418,310673,359596,288916,147378,146198,216447,180395,189673,189756,189412,188330,186169,194303,201287,327328753,12157,245723522,81605231,40909681,44274445,48705591,54863586,56970219,54811589,26793642,7046118,6759277,86818396,29009519,136960966,60734477,158638816,115564320,1019678,37879141,65435914,62912385,71889665,35066352,LH,187694,178430,250654,220116,194032,311741
20231,A,3110062,한강로동땡땡거리(은행나무길),1344,71,105,164,182,195,627,804507,104565,123746,169173,145447,112775,148800,157405,163561,120297,125969,153337,83939,117380,119809,118385,120102,118984,108519,101327,6368119834,156768,4780113390,1588006444,808031432,982288804,916115575,1052532005,1021145574,888306107,699700337,98264325,38178288,2093820223,558857496,2429853127,1149146375,2263790696,1930990787,13320432,1034490999,1479754984,674788070,543860729,448566266,HH,104636,123851,169337,145629,112970,149427
20231,A,3110063,효창공원앞역 5번,2463,215,233,381,373,389,872,779241,77979,113497,175410,132317,118740,161297,228227,157669,88556,87618,115933,101238,110967,112245,114852,115357,114681,107076,104063,2951464969,57791,2227352196,724112773,365670829,428083536,446111535,513999550,473486746,436586767,287526006,281717654,104901405,354353436,110768886,1192494477,907229111,1504112602,732308141,1733417,245395475,595079873,496950041,539756859,357505073,HH,78194,113730,175791,132690,119129,162169
20231,A,3110064,효창공원앞역 2번,2816,347,367,478,490,453,681,1395731,215989,231760,271781,207853,187268,281080,384995,297071,159099,153761,212879,187927,201882,202941,201392,200043,197388,193649,198435,841146188,48786,658598594,182547594,114705898,125039624,127723957,145787017,145342098,102540060,80007534,451588,49532064,357121286,123312112,270817686,39911452,355403396,284908613,1408753,70618461,123820738,124895622,148867209,170701232,HH,216336,232127,272259,208343,187721,281761
20231,A,3110066,서울역 15번,3174,239,343,540,453,622,977,1353866,120143,203962,286044,232348,236744,274624,339192,283664,167999,169898,218980,174133,193153,194658,193817,195929,199672,188357,188281,2658599344,89943,2194158598,464440746,377551577,404354506,405915736,522154668,484182111,276242079,188198667,98440798,78806657,936654580,206587130,949265059,388845120,1205803809,680250741,1199808,203478952,457031625,429719936,500289720,294334513,LH,120382,204305,286584,232801,237366,275601
20231,A,3110067,배문고등학교,8328,820,1058,1548,1266,1413,2223,2418659,299323,421007,456432,352138,383137,506622,741685,531157,252160,238053,337051,318556,345979,341969,342227,340761,338540,344411,364771,831639503,40621,652928567,178710936,109702772,118048859,132138740,135427704,157610492,69785569,108925367,12912611,44832384,285131551,80919611,265358683,142484663,376898953,263245382,2631210,85953997,156670951,169140665,142701436,83046079,HH,300143,422065,457980,353404,384550,508845
20231,A,3110068,남영역 1번,3001,246,290,569,516,432,948,1740971,219656,330327,445814,287523,209558,248091,447960,376564,222265,216565,272592,205024,252588,253357,252617,253354,251372,236109,241571,3950459388,176887,3174151059,776308329,579580028,639111701,601867754,664281348,689310228,449061654,327246675,26275998,99951006,1501504673,374438919,1100145380,848143412,1737145126,1600437419,6099981,730095634,1010132875,613789537,618864909,358599612,HH,219902,330617,446383,288039,209990,249039
20231,A,3110069,숙대입구,4953,341,705,1105,804,635,1363,2286989,279953,706091,398277,317698,233637,351332,485067,452792,329668,325683,421022,272757,326411,334322,332602,335049,331807,309235,317564,9407620803,677374,7068513043,2339107760,1199012456,1384431797,1396939890,1477752494,1610376406,1169051132,1170056628,132278194,420056018,2789938132,1522164574,3339686979,1203496906,2780159627,5488937468,176693492,3553885909,1672392110,1145820138,1236555631,483749818,LL,280294,706796,399382,318502,234272,352695
20231,A,3110070,용산세무서,143,18,21,14,22,16,52,48291,5682,7126,9659,8521,7941,9363,7609,10223,7709,7550,9648,5550,6780,7083,7057,7129,7143,6634,6465,12636195,404,8193112,4443083,621314,1951229,2045444,1001508,2573617,2834197,1608886,0,0,3198476,1344099,5909805,2183815,5744179,4587930,0,509248,1356510,2263969,2312539,3889843,HH,5700,7147,9673,8543,7957,9415
